Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z
0.000;0.00000;0.00000;0.00000;;0.00000;0.00000;0.00000;;0.00000;0.00000;0.00000;;1000;0;0;0
0.005;0.02673;0.06597;-0.26757;;0.00007;0.00016;-0.00067;;0.00000;0.00000;0.00000;;1005;2.725073193;6.725055093;-27.2748641
0.006;0.02673;0.06597;-0.26757;;0.00009;0.00023;-0.00094;;0.00000;0.00000;0.00000;;1006;2.725074258;6.725069661;-27.27490923
0.013;-0.02591;0.03198;-0.25074;;0.00010;0.00057;-0.00275;;0.00000;0.00000;-0.00002;;1013;-2.641519191;3.2594545;-25.55957202
0.017;-0.00761;0.04249;-0.25575;;0.00003;0.00072;-0.00376;;0.00000;0.00001;-0.00003;;1017;-0.775512168;4.33171336;-26.0701366
0.025;0.03135;0.04532;-0.25718;;0.00012;0.00107;-0.00582;;0.00000;0.00001;-0.00007;;1025;3.196102112;4.619465348;-26.21627194
0.025;0.01998;0.04607;-0.25759;;0.00012;0.00107;-0.00582;;0.00000;0.00001;-0.00007;;1025;2.036255845;4.696720031;-26.25812589
0.033;0.00002;0.09724;-0.24090;;0.00020;0.00165;-0.00781;;0.00000;0.00002;-0.00012;;1033;0.002441996;9.912004929;-24.55653528
0.037;0.00561;0.08154;-0.24593;;0.00022;0.00200;-0.00878;;0.00000;0.00003;-0.00015;;1037;0.572208746;8.312233938;-25.06916297
0.045;0.04189;0.04336;-0.23056;;0.00041;0.00250;-0.01069;;0.00001;0.00005;-0.00023;;1045;4.269657014;4.419689686;-23.50241229
0.045;0.02994;0.05272;-0.23597;;0.00041;0.00250;-0.01069;;0.00001;0.00005;-0.00023;;1045;3.051815712;5.374597439;-24.05366097
0.054;0.00987;0.03825;-0.20389;;0.00058;0.00291;-0.01267;;0.00001;0.00007;-0.00034;;1054;1.005733534;3.899462105;-20.78439384
0.058;0.01543;0.04418;-0.21433;;0.00064;0.00308;-0.01350;;0.00001;0.00009;-0.00039;;1058;1.572905039;4.503409445;-21.84800493
0.066;-0.01848;0.09673;-0.33499;;0.00062;0.00364;-0.01570;;0.00002;0.00011;-0.00051;;1066;-1.88403516;9.860103706;-34.1476946
0.066;-0.00604;0.08141;-0.30088;;0.00062;0.00364;-0.01570;;0.00002;0.00011;-0.00051;;1066;-0.615316749;8.29829921;-30.67059207
