Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z;;;;;;;;
0.000;0.00000;0.00000;0.00000;;0.00000;0.00000;0.00000;;0.00000;0.00000;0.00000;;1000;0;0;0;;;;;;;;
0.002;0.00000;0.01962;-0.29430;;0.00000;0.00002;-0.00029;;0.00000;0.00000;0.00000;;1002;0;1.99999608;-29.9999028;;;;;;;;
0.010;-0.01714;0.01962;-0.29430;;-0.00007;0.00018;-0.00265;;0.00000;0.00000;-0.00001;;1010;-1.747474684;1.99999903;-29.99997621;;;;;;;;
0.010;-0.01179;0.01962;-0.29430;;-0.00007;0.00018;-0.00265;;0.00000;0.00000;-0.00001;;1010;-1.201612889;1.999999744;-29.99999381;;;;;;;;
0.018;0.00662;-0.01443;-0.32841;;-0.00009;0.00020;-0.00514;;0.00000;0.00000;-0.00004;;1018;0.674383884;-1.470506832;-33.47727546;;;;;;;;
0.018;0.00179;-0.00382;-0.31771;;-0.00009;0.00020;-0.00514;;0.00000;0.00000;-0.00004;;1018;0.182808537;-0.389427883;-32.38620992;;;;;;;;
0.030;-0.01647;0.01601;-0.28080;;-0.00018;0.00027;-0.00873;;0.00000;0.00001;-0.00013;;1030;-1.67936228;1.632036202;-28.62384804;;;;;;;;
0.031;-0.01162;0.01145;-0.29077;;-0.00019;0.00028;-0.00902;;0.00000;0.00001;-0.00014;;1031;-1.184163004;1.167383126;-29.64021991;;;;;;;;
0.039;-0.02726;0.04429;-0.27632;;-0.00035;0.00051;-0.01128;;0.00000;0.00001;-0.00022;;1039;-2.778841103;4.514665185;-28.16737861;;;;;;;;
0.039;-0.02169;0.03337;-0.28235;;-0.00035;0.00051;-0.01128;;0.00000;0.00001;-0.00022;;1039;-2.21112997;3.401131171;-28.7823201;;;;;;;;
0.051;-0.00322;0.03047;-0.23277;;-0.00050;0.00089;-0.01438;;-0.00001;0.00002;-0.00037;;1051;-0.328315794;3.106232201;-23.72740765;;;;;;;;
0.051;-0.00802;0.02971;-0.24923;;-0.00050;0.00089;-0.01438;;-0.00001;0.00002;-0.00037;;1051;-0.817918358;3.028133641;-25.40585518;;;;;;;;
0.059;-0.06021;0.01248;-0.28765;;-0.00077;0.00106;-0.01652;;-0.00001;0.00002;-0.00049;;1059;-6.137394264;1.272282255;-29.32178875;;;;;;;;
0.059;-0.04492;0.01773;-0.27807;;-0.00077;0.00106;-0.01652;;-0.00001;0.00002;-0.00049;;1059;-4.579409569;1.807277361;-28.34556745;;;;;;;;
0.067;-0.00686;0.00210;-0.30968;;-0.00098;0.00114;-0.01887;;-0.00002;0.00003;-0.00064;;1067;-0.699232056;0.213792538;-31.56746641;;;;;;;;
0.071;-0.01616;0.00777;-0.29832;;-0.00102;0.00116;-0.02009;;-0.00003;0.00004;-0.00071;;1071;-1.647384946;0.791787437;-30.40979723;;;;;;;;
0.080;-0.01868;0.02629;-0.27830;;-0.00118;0.00131;-0.02268;;-0.00004;0.00005;-0.00091;;1080;-1.904412331;2.68002716;-28.36857632;;;;;;;;
0.080;-0.01937;0.02139;-0.28287;;-0.00118;0.00131;-0.02268;;-0.00004;0.00005;-0.00091;;1080;-1.974087883;2.180092666;-28.83492107;;;;;;;;
0.088;-0.00259;0.00307;-0.24996;;-0.00127;0.00141;-0.02482;;-0.00005;0.00006;-0.00110;;1088;-0.2640579;0.312525803;-25.47972037;;;;;;;;
0.092;-0.00785;0.00802;-0.26097;;-0.00129;0.00143;-0.02584;;-0.00005;0.00007;-0.00120;;1092;-0.800499186;0.817935123;-26.60253925;;;;;;;;
0.100;0.00768;-0.00769;-0.29796;;-0.00129;0.00143;-0.02807;;-0.00006;0.00008;-0.00141;;1100;0.782998908;-0.78338495;-30.37320968;;;;;;;;
0.100;0.00208;-0.00204;-0.28801;;-0.00129;0.00143;-0.02807;;-0.00006;0.00008;-0.00141;;1100;0.212257078;-0.207465073;-29.3590109;;;;;;;;
0.108;0.00056;0.03351;-0.25130;;-0.00128;0.00156;-0.03023;;-0.00007;0.00009;-0.00165;;1108;0.057539118;3.415393541;-25.61673802;;;;;;;;
0.109;0.00015;0.02330;-0.26132;;-0.00128;0.00159;-0.03049;;-0.00007;0.00009;-0.00168;;1109;0.015597832;2.374840905;-26.63836104;;;;;;;;
0.121;0.00004;0.02059;-0.33216;;-0.00128;0.00185;-0.03405;;-0.00009;0.00011;-0.00206;;1121;0.004228295;2.099269708;-33.85969642;;;;;;;;
0.121;0.00001;0.01988;-0.31144;;-0.00128;0.00185;-0.03405;;-0.00009;0.00011;-0.00206;;1121;0.001146215;2.026289754;-31.74763686;;;;;;;;
0.129;-0.01696;0.00267;-0.30603;;-0.00134;0.00194;-0.03652;;-0.00010;0.00013;-0.00235;;1129;-1.728607068;0.271793935;-31.19546161;;;;;;;;
0.129;-0.01175;0.00792;-0.30461;;-0.00134;0.00194;-0.03652;;-0.00010;0.00013;-0.00235;;1129;-1.197512417;0.807148039;-31.05110134;;;;;;;;
0.137;-0.02730;-0.00771;-0.28719;;-0.00150;0.00194;-0.03889;;-0.00011;0.00014;-0.00265;;1137;-2.782459889;-0.786241711;-29.27479913;;;;;;;;
0.141;-0.02170;-0.00204;-0.29244;;-0.00160;0.00192;-0.04004;;-0.00012;0.00015;-0.00281;;1141;-2.212110959;-0.208221633;-29.81040404;;;;;;;;
0.149;0.01374;0.01648;-0.27676;;-0.00163;0.00198;-0.04232;;-0.00013;0.00017;-0.00314;;1149;1.400336064;1.680024758;-28.21187142;;;;;;;;
0.149;0.00372;0.01158;-0.28247;;-0.00163;0.00198;-0.04232;;-0.00013;0.00017;-0.00314;;1149;0.3796062;1.18009203;-28.79395226;;;;;;;;
0.158;0.00101;0.01028;-0.26691;;-0.00161;0.00208;-0.04479;;-0.00014;0.00018;-0.00353;;1158;0.102904489;1.047694056;-27.20757028;;;;;;;;
0.161;0.00027;0.00993;-0.27265;;-0.00161;0.00211;-0.04560;;-0.00015;0.00019;-0.00366;;1161;0.027895577;1.012630892;-27.79282777;;;;;;;;
0.170;0.00007;0.00984;-0.30826;;-0.00161;0.00220;-0.04822;;-0.00016;0.00021;-0.00408;;1170;0.007561995;1.003345059;-31.42295857;;;;;;;;
0.170;0.00002;0.00982;-0.29795;;-0.00161;0.00220;-0.04822;;-0.00016;0.00021;-0.00408;;1170;0.002049922;1.000885877;-30.37201721;;;;;;;;
0.178;-0.01696;0.00981;-0.24409;;-0.00167;0.00228;-0.05038;;-0.00018;0.00023;-0.00448;;1178;-1.728362089;1.000234608;-24.88157762;;;;;;;;
0.178;-0.01175;0.00981;-0.25944;;-0.00167;0.00228;-0.05038;;-0.00018;0.00023;-0.00448;;1178;-1.197446007;1.000062132;-26.44616126;;;;;;;;
0.190;0.00663;0.02683;-0.24639;;-0.00170;0.00250;-0.05342;;-0.00020;0.00026;-0.00510;;1190;0.675393685;2.735184876;-25.11664406;;;;;;;;
0.190;0.00180;0.02153;-0.25279;;-0.00170;0.00250;-0.05342;;-0.00020;0.00026;-0.00510;;1190;0.183087215;2.194700171;-25.76905609;;;;;;;;
0.199;-0.05040;0.02013;-0.32269;;-0.00192;0.00268;-0.05601;;-0.00021;0.00028;-0.00559;;1199;-5.137121671;2.051562754;-32.89386524;;;;;;;;
0.199;-0.03511;0.01975;-0.30172;;-0.00192;0.00268;-0.05601;;-0.00021;0.00028;-0.00559;;1199;-3.579335674;2.013655445;-30.75656993;;;;;;;;
0.211;0.00295;0.01966;-0.34741;;-0.00212;0.00292;-0.05990;;-0.00024;0.00031;-0.00629;;1211;0.300787975;2.003616393;-35.41347935;;;;;;;;
0.211;-0.00635;0.01963;-0.32992;;-0.00212;0.00292;-0.05990;;-0.00024;0.00031;-0.00629;;1211;-0.647379516;2.000957735;-33.63097821;;;;;;;;
0.219;-0.04279;0.00260;-0.29124;;-0.00231;0.00301;-0.06239;;-0.00025;0.00034;-0.00678;;1219;-4.362246431;0.265085217;-29.68784094;;;;;;;;
0.219;-0.03305;0.00790;-0.30074;;-0.00231;0.00301;-0.06239;;-0.00025;0.00034;-0.00678;;1219;-3.369280778;0.805371358;-30.65695013;;;;;;;;
0.227;-0.01345;0.02633;-0.28617;;-0.00250;0.00315;-0.06474;;-0.00027;0.00036;-0.00729;;1227;-1.371187665;2.683624611;-29.17175254;;;;;;;;
0.231;-0.01795;0.02140;-0.29218;;-0.00256;0.00324;-0.06589;;-0.00028;0.00037;-0.00755;;1231;-1.82954016;2.181045385;-29.78346361;;;;;;;;
0.239;0.01475;-0.01395;-0.27669;;-0.00257;0.00327;-0.06817;;-0.00030;0.00040;-0.00809;;1239;1.504044203;-1.422390309;-28.20482813;;;;;;;;
0.240;0.00400;-0.00370;-0.28245;;-0.00256;0.00326;-0.06845;;-0.00031;0.00040;-0.00815;;1240;0.407719632;-0.37669387;-28.79211087;;;;;;;;
0.248;-0.04980;0.01604;-0.26690;;-0.00275;0.00331;-0.07065;;-0.00033;0.00043;-0.00871;;1248;-5.076227818;1.63540799;-27.20708886;;;;;;;;
0.252;-0.03495;0.01146;-0.27265;;-0.00292;0.00337;-0.07172;;-0.00034;0.00044;-0.00899;;1252;-3.562828433;1.168276101;-27.79270191;;;;;;;;
0.260;0.01996;0.02727;-0.29120;;-0.00298;0.00352;-0.07398;;-0.00036;0.00047;-0.00958;;1260;2.034180581;2.779733247;-29.68436491;;;;;;;;
0.260;0.00541;0.02165;-0.28625;;-0.00298;0.00352;-0.07398;;-0.00036;0.00047;-0.00958;;1260;0.551430175;2.206497986;-29.17891984;;;;;;;;
0.268;-0.03245;0.00313;-0.35317;;-0.00309;0.00362;-0.07654;;-0.00039;0.00050;-0.01018;;1268;-3.30835266;0.319518766;-36.00101971;;;;;;;;
0.268;-0.02310;0.00804;-0.33143;;-0.00309;0.00362;-0.07654;;-0.00039;0.00050;-0.01018;;1268;-2.354671135;0.819787081;-33.78458431;;;;;;;;
0.280;-0.02056;0.00934;-0.22341;;-0.00335;0.00372;-0.07987;;-0.00043;0.00054;-0.01112;;1280;-2.096145037;0.952273928;-22.77375657;;;;;;;;
0.281;-0.01988;0.00969;-0.25403;;-0.00337;0.00373;-0.08011;;-0.00043;0.00055;-0.01120;;1281;-2.026063209;0.987360629;-25.89509413;;;;;;;;
0.289;-0.00273;0.02680;-0.33026;;-0.00346;0.00388;-0.08244;;-0.00046;0.00058;-0.01185;;1289;-0.278147486;2.731821117;-33.66537729;;;;;;;;
0.289;-0.00789;0.02152;-0.31095;;-0.00346;0.00388;-0.08244;;-0.00046;0.00058;-0.01185;;1289;-0.804318623;2.193809341;-31.69683421;;;;;;;;
0.301;-0.00929;0.03715;-0.34001;;-0.00356;0.00423;-0.08635;;-0.00050;0.00063;-0.01286;;1301;-0.946954259;3.786495256;-34.65930133;;;;;;;;
0.301;-0.00967;0.03147;-0.32799;;-0.00356;0.00423;-0.08635;;-0.00050;0.00063;-0.01286;;1301;-0.985620243;3.20828878;-33.43380648;;;;;;;;
