Timer,AX,AY,AZ,GX,GY,GZ
"1009","4,06893650522795","4,73942811128623","-28,4015771547949","3,79291287317164","-1,00526592968184","-0,0458847475390815"
"1009","4,16341059612812","5,08513942938643","-28,7065047921298","2,11576473238742","0,61484593721712","1,57442668715774"
"1017","2,48605416708186","1,68806994508269","-30,5286901788567","2,67167962617033","0,265277806485483","1,22922456481255"
"1017","2,98624464731871","2,80697219020471","-29,9818812245228","-7,52635622847216","3,21103028276153","1,07967584946158"
"1029","6,53743349937349","3,09759490763066","-26,3441089551137","-4,3312917240224","2,54552121388263","1,01175471941742"
"1029","5,59985798571423","3,17309909095979","-27,4374308008511","-0,0025522914352285","3,78830347966897","-0,559669065604192"
"1037","0,216905309344796","3,19271549923463","-29,4606902435665","-0,811684453742124","3,35389348204147","-0,282161463191677"
"1037","1,60640865687072","3,19781195716068","-28,9649714634981","-4,48406744252664","1,6113460345444","-3,23480300249362"
"1045","2,0221267834248","3,1991360469197","-28,8414175219228","-3,4943684504241","1,81820426087195","-2,59265907134291"
"1045","2,14650328769022","3,19948005323233","-28,8106226899492","3,67747441650235","-4,26697377210658","2,32300217966238"
"1058","7,28616072185216","-0,28081880024143","-21,7999153397123","1,6505039606601","-3,03674543348829","1,5836304425717"
"1058","5,82386761253637","0,814979073175717","-24,0525525913464","-2,35691582072092","-4,0216190203525","-1,83662789560899"
"1070","5,38637188072356","2,83986792453956","-29,8662784023421","-1,45938805436661","-3,4699010575714","-1,40954679841008"
"1070","5,25547984947779","2,36594596627755","-28,315303073299","2,23731329156994","2,9605544606238","1,86709441011882"
"1078","8,61794954677171","3,98301236626546","-29,6794928705208","1,25430447600043","1,8874861489438","1,37396626170149"
"1078","7,6239490495727","3,40313573476194","-29,0195062692097","-2,46591336893146","-1,69060505676956","-0,392931949620152"
"1086","3,92492871355312","-1,96810196966542","-28,855009886186","-1,48937412445489","-1,31923439908772","-0,205498542190566"
"1090","4,8182384073531","-0,363581139473283","-28,8140104780553","2,22906389133938","1,9394671313467","-1,65941800872232"
"1095","5,08550300412652","0,0532828161491502","-28,8037917034163","1,25203500207591","1,42272080638941","-1,32805097200167"
"1095","5,16546448353755","0,161586525410671","-28,8012447555483","-4,19142997021944","4,27718071909269","1,90457296037708"
"1107","3,48857243963484","5,41030680904101","-28,800609949158","-2,68896936318817","3,57643691553873","1,3912020129709"
"1111","3,98687198898848","3,77395523180897","-28,8004517287413","-0,550738556840754","-1,37701734487842","-0,385005519190152"
"1119","2,43514029692588","6,82920968909308","-30,5511702897193","-0,962494693775291","-0,631666679072219","-0,201853310947901"
"1119","2,97088590916089","5,62298277980703","-29,9875228920318","-4,52555650042114","2,79725824134311","-3,19785854790123"
"1127","1,43035750635643","5,30959792912672","-28,0962802890166","-3,50578241207691","2,35799200052875","-2,5756706659044"
"1128","1,96945497137765","5,22817870038969","-28,6249031928778","-3,22523465857859","-0,93161336453516","-0,749420066637273"
"1140","3,83155998264317","5,20702550554399","-28,7566582247163","-3,14805379774622","-0,428933447889898","-0,90955831501378"
"1140","3,38867332020096","5,20152978101894","-28,7894971128688","2,04785600938885","1,34470281967856","-2,52332010536"
"1144","3,25616840496779","5,20010195944043","-28,7976819431561","0,477291058222507","1,15200366864984","-2,26546184893404"
"1148","3,21652496105793","5,19973100299042","-28,7997219466581","-1,67967578090801","1,06429335787975","2,47347355846175"
"1160","3,20466424900609","-0,0209477161855443","-28,8002304012188","-1,27307407176963","1,02437051144106","1,65282977259973"
"1161","3,20111570537561","1,62268922453965","-28,8003571294523","-4,61099929385462","-0,538633969623955","-3,34492117781639"
"1168","4,90086933089039","0,309521661740439","-27,0496307192995","-3,52928838661026","-0,250062162417725","-2,64330228119775"
"1169","4,40940961707593","0,968352999842794","-27,6132761606429","0,21808316854183","2,970952056642","-2,32063962158098"
"1177","4,26237238782091","4,61990948758964","-26,0030022837515","-0,750985879850635","2,43705170804369","-2,17225252366682"
"1180","4,21838109783461","3,56860535555081","-26,6016543959306","-6,19226103824496","0,649204927484596","2,51633895011062"
"1189","9,30766546321603","-0,184917874089284","-30,2523796402816","-4,68919799644158","0,835435920745322","1,67254284096434"
"1189","7,83030150222836","0,839894698246661","-29,1622937156831","-2,55080145562035","0,920202139001708","1,2844952868526"
"1197","7,38829680210993","1,10614703641319","-28,8905985154694","-2,96251199771693","0,958784931434274","1,10603878223036"
"1197","7,25605575651398","1,17532096098514","-28,8228806593321","0,374007744835082","-2,11331928230889","1,02396965512328"
"1209","3,81486066737898","-0,546901360433992","-27,0552445290204","-0,708089820719268","-1,51164000072948","0,986227452123299"
"1210","4,78530773148275","0,00565514375171016","-27,614675357827","-2,73067549714232","0,307057519148919","-3,6514803065232"
"1218","5,07565064959701","3,62960080413129","-29,504867014765","-2,28710448888076","0,134868766960545","-2,78428363770775"
"1218","5,16251680975893","2,57112321662978","-28,9759821709974","-3,88996691889145","1,60132703007805","-2,38547456212652"
"1230","5,18850583621869","2,29612450937665","-28,8441618527318","-3,33092679328529","1,26881056232377","-2,20206901585843"
"1230","5,1962813554205","2,22467822663635","-28,8113066924594","-1,45223827154118","-0,42737290431504","0,962509930473977"
"1238","1,7969770808507","0,46592194769072","-23,5508438180211","-1,93539650205265","-0,199419787696511","0,4178462452624"
"1238","2,77995723593175","1,00898671467834","-25,2397155100268","-2,06831707505357","1,44916988325447","0,167364631791021"
"1246","3,07404986316661","1,15007813752918","-25,6606532747849","-2,104884554631","1,19955363740978","0,0521723757424959"
"1246","3,16203787894377","1,18673451962611","-25,7655686467686","4,78462445409607","-2,00372929235779","-4,6211533518962"
"1259","6,58999313842887","1,19625806344816","-32,7947499489233","2,67998176626616","-1,46175824450695","-3,77033678438726"
"1259","5,61558491980355","1,1987323361871","-30,546717182085","0,376086003438719","-1,21507086274312","-3,37906064025616"
"1267","3,62324158935196","4,67976339514574","-28,2356549944099","0,742266427178455","-1,10278688638901","-3,19911936170967"
"1271","4,02716293875291","3,58415575302387","-28,6596412237358","-4,33167125515318","-1,05167891622959","3,04410026521774"
"1279","0,746379437333193","6,77989866737704","-28,7653164011371","-2,72755082734339","-1,02841625045458","1,91525134040185"
"1279","1,76481919490718","5,61017148612886","-28,7916550941096","1,16353963484498","-2,56266076613913","-0,144004100080475"
"1287","3,77033608832815","1,82588125128611","-28,7982198027248","0,234008771394764","-2,26099836933875","-0,0910208358875637"
"1291","3,37035606747151","2,84270037458102","-28,7998560038548","1,70317987974724","2,51080717066602","1,47346219022567"
"1295","3,25068816312253","3,1068759676386","-28,8002638139031","1,10736023563582","1,68277598637646","1,1929414638938"
"1296","3,21488535652083","3,17551034160786","-28,8003654572967","-5,95612337091638","1,30588344630222","1,0639347280831"
"1308","3,20417370440715","4,93353607010436","-27,0496327949481","-3,89934244300318","1,13433436764586","1,00460671299433"
"1308","3,20096894193473","4,39028150181017","-27,6132766779817","1,84117068166312","-0,488582041788724","-0,562794156706836"
"1320","3,2000101260214","2,50894665329378","-29,5045184049976","0,420430323048635","-0,227280172348573","-0,283615297273019"
"1320","3,19972326296569","3,02016478643016","-28,9758952828005","-3,42021086117011","2,98132166864215","-1,69534258269871"
"1328","4,90045273341943","-0,327405961975359","-25,34262420424","-2,47680101044049","2,44177161410577","-1,34457207575301"
"1328","4,40928497748468","0,802875454353047","-26,4370604400957","-3,94215390185004","-0,893479642078107","-5,80360941247936"
"1340","2,56151980206934","6,31711156146748","-28,4605979167563","-3,34528383667189","-0,411576232615868","-4,85424523961087"
"1340","3,00869672406307","4,74974255795788","-27,9649484523012","-3,18108025684961","-0,192229662693516","1,74281895827729"
"1344","3,14248521933243","4,34253086557695","-27,8414117865741","-3,13590657969693","-0,0923903239546787","0,776697164824867"
"1348","3,18251269075612","4,23673487111716","-27,8106212604595","-1,3985866996545","3,04271908767176","0,33239409817224"
"1356","4,8953035934585","-1,0113338934477","-29,553704964183","-1,92063653890345","2,46971769832472","0,12806663513934"
"1361","4,407744433567","0,625186952272281","-28,9881546393742","-0,339364243396406","-3,97042533528814","-1,50601702737441"
"1369","2,56105889489254","1,05036470027553","-34,0994697315971","-0,904343982297276","-2,90176646401903","-1,25750445612536"
"1369","3,00855882768557","1,16082838173117","-32,3734241474825","-1,05977428625613","3,76398354057848","0,396899190073534"
"1377","6,54407455383006","1,18952749634391","-23,1894311066057","-1,1025343672384","2,79801353654789","0,157731435520293"
"1381","5,60184678163895","1,19698369523844","-25,9003942777691","2,33548650600606","0,813502870600726","-3,03249160694195"
"1389","5,319946644037","6,41950320210402","-24,825322174757","1,2813126879942","0,91021893651198","-2,49962120765895"
"1389","5,23560643466787","4,77634450885516","-25,5573690495208","-2,45848320053685","0,954240906262496","-2,25456312685135"
"1397","5,21037313404965","4,34944220899465","-25,7398258794979","-1,48733002755632","0,974278257890235","-2,14186506171224"
"1398","5,20282371646044","4,23853047881608","-25,7853017854171","-4,66994276746964","-3,65110014552022","-0,549920208979663"
"1410","5,2005650461898","-2,75106149816783","-29,2981522836387","-3,5455041929296","-2,75642014836719","-0,817811705885659"
"1410","5,1998892865923","-0,566998633345711","-28,1737021810348","3,66340657742633","2,28530748388027","-4,02124431146878"
"1418","5,19968710965681","3,480821982298","-29,6441999803862","1,64663378912865","1,58013595137398","-3,49444876676781"
"1418","5,1996266214101","2,53246960303049","-29,010709798551","-2,35798053489724","-0,285667834632907","1,36816634926061"
"1430","1,7979779332673","4,02627618722386","-34,1050914246674","-1,45968096548654","-0,13492030426254","0,604400768818025"
"1430","2,78025667566627","3,41437593009047","-32,3748253095284","-6,3872285476796","-1,61113790580425","0,253157900792323"
"1438","6,47577004193969","-1,96518170076117","-26,6912963273452","-4,7428350690072","-1,28306356766772","0,0916272485895491"
"1439","5,58141111643248","-0,362822436423751","-28,2747221748962","2,60911932438452","-1,13373492766059","1,55745895398919"
"1447","5,31383260558078","0,0534799316670166","-28,669378406085","0,631698945168055","-1,06576544594789","1,2315701543777"
"1447","5,233777207879","0,161637737182401","-28,7677433159776","-5,0869814776207","0,510004940326399","-1,99853442944281"
"1459","0,107379970896466","7,15051422832968","-30,5430179793794","-3,6602347735474","0,227243752975985","-1,48400487626059"
"1459","1,57364032836073","4,96626547607598","-29,9854909938667","0,182058802847674","4,73303891403728","-1,24738144025948"
"1467","3,71313829563233","2,65859067995239","-28,0957738546463","-0,760896461990555","3,78392856110247","-1,13856232555813"
"1471","3,35324336276532","3,05904318533552","-28,6247769681606","-2,74520301333221","-1,28257397749752","-2,62863517520954"
"1480","3,24556830362168","1,4228889890609","-27,0058687680631","-2,29110112115213","-0,588679166885837","-2,31389446769494"
"1480","3,21335357286894","1,99780649874158","-27,6023688442244","-0,441281920545187","1,27199182649293","-3,70926746087177"
"1488","4,90453071366018","3,88736756579291","-27,7510417185025","-0,932382324997553","1,11890801786639","-3,35097589162486"
"1492","4,410505046798","3,37828665265003","-27,7880972436055","0,657404399836016","1,04922930700118","-3,18620366098992"
"1496","4,26270012363861","3,24602443505127","-27,7973330369358","0,0947670464175569","1,01751385132107","-3,11042769996053"
"1496","4,21847915137839","3,21166193244605","-27,7996349845726","-8,68448010627574","2,54791093526815","3,08488805985059"
"1508","2,50443361736738","4,94292846618628","-27,8002087266143","-6,09971902462649","2,2444973141808","1,93400895705038"
"1509","2,99161741076154","4,3927217015943","-27,8003517272305","-3,66373897142651","2,106393420856","4,48497296850992"
"1521","6,5390059410137","-2,71100171094656","-31,3019033612941","-3,99358198341989","2,04353307436557","3,6581181567183"
"1521","5,60033033021122","-0,556590864840486","-30,1746371071463","6,26502915672476","3,55975402916372","-2,88260605878979"
"1529","5,31949294496469","5,22372009598298","-28,1429170109402","3,08725257098446","3,24988790070137","-1,89057446067685"
"1529","5,23547069484499","3,72547890553862","-28,636527022903","0,488129357584627","-1,52565170792646","-2,97447283259149"
"1541","6,91114781826315","5,07642114003562","-25,2580393791007","0,773090422080197","-0,699320148765578","-2,47293935497533"
"1541","6,41248478328333","4,42740388397569","-26,4159783487828","-0,873406832461384","-0,323201222106003","0,837941244465134"
"1545","6,26329243051398","4,2587853808454","-26,7045853779204","-0,326370985191325","-0,152004266812167","0,360559214188566"
"1549","6,21865636053587","4,21497730127213","-26,7765183721873","-5,35055393913816","-0,0740810477862683","-2,93921454324729"
"1558","4,50448663563679","2,46340159018309","-32,0467210842765","-3,73274560002153","-0,0386129633630595","-2,45672466425339"
"1562","4,99163327301681","3,00833191096345","-30,3602769689241","5,33678726690763","-0,0224690587813741","-0,694718812967425"
"1570","1,73574950478868","3,14990801566999","-29,9399442582355","2,83188603454495","-0,0151208847995839","-0,884402133960865"
"1570","2,76163888167991","3,18669032096578","-29,8351796911406","2,14276829610981","-0,0117762378714848","2,1085995547404"
"1578","6,4701998827473","3,19624658037607","-24,5567939720503","1,95318666658663","-0,010253864680354","1,48503039172053"
"1582","5,57974461000045","3,19872935281739","-26,2411985383402","3,62592354274371","1,53527198493102","-0,3418554353187"
"1590","0,21088812586947","3,19937439171082","-26,6610229077335","3,08610641869972","1,23874448000401","-0,182009317446943"
"1591","1,60460838512046","3,19954197661192","-26,7656607748254","1,21270629363621","4,19344075098453","1,4316181270228"
"1598","2,02158816905087","3,19958551615561","-26,7917409264978","1,69731940305204","3,53832123839417","1,17369808720129"
"1599","2,14634214249178","3,19959682798532","-26,7982411957613","-1,61914427833953","-1,39436634652017","-5,10538265268627"
"1611","5,58529721415645","-0,280788461472646","-30,3013773282015","-0,531529134954066","-0,639563373569446","-3,9930256469739"
"1611","4,61417997108772","0,814986955366384","-29,1745059976042","-1,95721003296864","2,79366392593118","2,6789961970058"
"1619","4,32363654567786","2,83986997237909","-28,8936423290869","-1,34942589500616","2,35635598646173","1,74734615675597"
"1619","4,23671039679996","2,36594649831831","-28,8236393055375","5,71734923651224","0,61247489115602","-1,76133777254555"
"1631","5,91151871812622","7,46340073283069","-28,8061916116726","3,66147383262186","0,818717617194021","-1,37492214696763"
"1631","5,41259575084927","5,78774934571139","-28,8018429134912","-5,52857467822156","-3,72190622881753","-2,73733305802039"
"1640","3,56251033482011","0,131822910229983","-25,2992430429389","-3,05682823332406","-2,78864874687043","-2,36388278490176"
"1640","4,00899307631141","1,6623799324645","-26,4262480325238","4,52273737188173","0,725805171215884","0,888094515875311"
"1648","4,14257388339228","2,06002765544107","-26,7071450144749","2,6079346006976","0,325468914916386","0,383623855149179"
"1648","4,18253921768667","2,1633388743577","-26,7771563411313","0,356265269928026","-4,49124971803845","-2,92860750510832"
"1660","4,19449623441809","0,449985622935661","-28,545364100631","0,736813589807246","-3,68366149532534","-2,45184666687751"
"1660","4,19807359093567","1,00484636370846","-27,9860757458287","2,56639763273894","1,31842482786153","3,92787525355366"
"1668","5,89995917678059","2,88919656414676","-31,3481935878523","2,0697303796165","0,595209876282151","2,8618014239896"
"1672","5,40913731288753","2,37876183718754","-30,1861745759722","0,208201118393467","6,44535789704215","-0,708701731653933"
"1680","1,86066032758818","2,24614789079097","-26,3950346366379","0,696079994434078","5,10815271587043","-0,350715722329351"
"1681","2,79901028928899","2,21169400697386","-27,4501233212891","0,830299253598345","-0,134997814229267","-1,72620093288631"
"1689","4,78056554079756","0,462548570999481","-25,9623377431375","0,867224011802275","0,478492645098881","-1,35876330890095"
"1693","4,37341656318585","1,00811029155883","-26,5915190843424","-6,02218670680625","-2,33193252201474","1,89044887626986"
"1697","4,25160381662847","1,14985043764426","-26,7483375026083","-3,91751697860312","-1,61114555169165","1,38470658566037"
"1697","4,21515930604443","1,1866753618558","-26,7874232394172","0,111278474666682","-1,28306704782399","1,15212426304167"
