Timer,AX,AY,AZ,GX,GY,GZ
"1005","-2,0699989857005","-0,0699999153001023","-32,0699538192665","-0,856998765921777","2,0259970825642","0,890999429760365"
"1005","-2,06999972234256","-0,0699999794202998","-32,0699884748215","0,862298478559611","-1,3789592907506","0,890999853432359"
"1013","-2,06999991783625","-5,29535275697314","-39,005424671478","0,362178160750563","-0,432598945308664","0,890999959663208"
"1014","-2,0699999755257","-3,64689187565702","-36,8547047661602","5,28940824139243","-0,12511854300942","-2,55581326304455"
"1021","-2,06999999270554","-1,47889553803663","-24,1516822321067","3,80230875778547","-0,0238479670191077","-1,50933220867753"
"1025","-2,0699999978258","-1,91672108482118","-27,7547792140624","-6,8113378218044","0,00955531571845295","-1,21977488616645"
"1034","-2,06999999935195","-2,03025329624605","-40,8464005166993","-4,07173403065473","0,0205748856607802","-1,13965229995461"
"1034","-2,06999999980684","-2,05969329483766","-37,3472725125082","-1,53734509827784","0,0242102481303226","-2,84077366643671"
"1042","-2,06999999994243","-2,06732737153412","-36,4115595235269","-1,75880506805664","0,0254095585798105","-2,31148768333542"
"1042","-2,06999999998284","-2,06930696155496","-36,161337523542","-3,51964500691872","5,03610137809994","1,28155387003165"
"1054","-2,06999999999488","-2,06982028841926","-29,1640776399137","-3,06055821660697","3,68913501502203","0,275777486421751"
"1054","-2,06999999999848","-2,06995339904665","-31,2929180166116","-2,91953113977692","4,91486781067416","-3,44911280923257"
"1062","-2,06999999999955","-2,06998791592147","-35,3273716334184","-2,87620896884928","4,31923862742794","-2,47982003752191"
"1062","-2,06999999999986","-2,06999686648141","-34,4062377660786","2,21552784390291","0,782542355789839","1,23497494806794"
"1075","-0,368062726593437","-3,81068950265297","-32,4273276106083","0,779660757101743","1,6157817330371","0,262888722529624"
"1075","-0,860778662390848","-3,26206796146414","-32,8981409228694","-3,04704300049563","1,89066846914039","1,71719653668344"
"1083","-1,00763891765068","0,36157554786283","-33,024042615056","-2,22256984259975","1,98135395490698","1,11961525434481"
"1083","-1,05141248576164","-0,698778595923012","-33,0577103888479","1,41631954000172","-1,32892622976272","-0,769032236407727"
"1091","-1,06445975482552","-0,973738694719522","-33,0667135958137","0,534151600088185","-0,420991895883115","-0,291636250459061"
"1091","-1,0683486594173","-1,04503851126973","-33,0691211721557","7,03439624284782","-1,79156191926315","-1,88282884919412"
"1103","-1,06950779692339","-2,80421755943002","-31,3371781850638","5,03120930752179","-1,24371472266595","-1,32312469227724"
"1104","-1,06985329260895","-2,26038972390698","-31,8740337769368","1,03023031143087","2,27721821047339","-2,89154195535658"
"1111","-2,77189354540153","1,36201073111479","-32,0175960461344","1,80116778071837","1,43877848769739","-2,32553567912241"
"1116","-2,27920830392074","0,301334251308882","-32,0559864912543","-3,0404362482732","-3,84812001263559","-0,445625247569473"
"1124","-2,13235719749261","0,0262905676606099","-32,06625260285","-1,5277307595401","-2,5922745887997","-0,925438848362133"
"1124","-2,08858635630738","-0,0450309232511653","-32,0689978965543","0,629767469295431","1,1622278648963","0,66508477682011"
"1132","-0,373602626631893","-7,02628653739738","-32,0697320243156","0,292530317021231","0,400843025641448","0,105195509518312"
"1136","-0,862429900101365","-4,83659373017714","-32,069928339766","-1,50387526679114","1,81975991470619","-1,77302229625999"
"1140","-1,00813109006493","-4,2687851785383","-32,0699808371079","-1,05571390308083","1,28786241092452","-1,29274033224526"
"1140","-1,05155918401339","-4,12154692198875","-32,0699948755898","-2,61085256481815","1,11238874423457","-4,60642628120086"
"1153","-2,76644075351294","1,13870432952099","-33,8025854344394","-2,0885763072","1,05449975719721","-3,52334994573271"
"1153","-2,27758302990288","-0,497261576505868","-33,2659030117993","4,84310017795352","1,03540210634495","3,66951371822277"
