Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z;;;;;
5,113;-0,01962;0,00981;-0,28449;;-0,06099;0,09469;-1,45505;;-0,15891;0,24121;-3,71798;;6113;-2;1;-29;;;;;
5,113;-0,01962;0,00981;-0,28449;;-0,06099;0,09469;-1,45505;;-0,15891;0,24121;-3,71798;;6113;-2;1;-29;;;;;
5,121;0,00000;0,01962;-0,26487;;-0,06107;0,09480;-1,45725;;-0,15940;0,24197;-3,72962;;6121;0;2;-27;;;;;
5,125;0,00000;0,01962;-0,26487;;-0,06107;0,09488;-1,45831;;-0,15964;0,24234;-3,73546;;6125;0;2;-27;;;;;
5,133;-0,00981;0,00981;-0,29430;;-0,06111;0,09500;-1,46054;;-0,16013;0,24310;-3,74713;;6133;-1;1;-30;;;;;
5,134;-0,00981;0,00981;-0,29430;;-0,06112;0,09501;-1,46084;;-0,16019;0,24320;-3,74859;;6134;-1;1;-30;;;;;
5,141;-0,01962;0,00000;-0,27468;;-0,06122;0,09504;-1,46283;;-0,16062;0,24386;-3,75882;;6141;-2;0;-28;;;;;
5,142;-0,01962;0,00000;-0,27468;;-0,06124;0,09504;-1,46310;;-0,16068;0,24396;-3,76029;;6142;-2;0;-28;;;;;
5,154;0,00000;0,02943;-0,29430;;-0,06136;0,09522;-1,46652;;-0,16142;0,24510;-3,77787;;6154;0;3;-30;;;;;
5,154;0,00000;0,02943;-0,29430;;-0,06136;0,09522;-1,46652;;-0,16142;0,24510;-3,77787;;6154;0;3;-30;;;;;
5,162;-0,01962;0,01962;-0,28449;;-0,06144;0,09542;-1,46883;;-0,16191;0,24586;-3,78961;;6162;-2;2;-29;;;;;
5,162;-0,01962;0,01962;-0,28449;;-0,06144;0,09542;-1,46883;;-0,16191;0,24586;-3,78961;;6162;-2;2;-29;;;;;
5,174;-0,00981;0,01962;-0,26487;;-0,06161;0,09565;-1,47213;;-0,16265;0,24701;-3,80725;;6174;-1;2;-27;;;;;
5,174;-0,00981;0,01962;-0,26487;;-0,06161;0,09565;-1,47213;;-0,16265;0,24701;-3,80725;;6174;-1;2;-27;;;;;
5,183;0,00000;0,01962;-0,27468;;-0,06166;0,09583;-1,47456;;-0,16320;0,24787;-3,82051;;6183;0;2;-28;;;;;
5,183;0,00000;0,01962;-0,27468;;-0,06166;0,09583;-1,47456;;-0,16320;0,24787;-3,82051;;6183;0;2;-28;;;;;
5,191;0,00000;0,00981;-0,32373;;-0,06166;0,09595;-1,47695;;-0,16369;0,24864;-3,83232;;6191;0;1;-33;;;;;
5,195;0,00000;0,00981;-0,32373;;-0,06166;0,09599;-1,47824;;-0,16394;0,24902;-3,83823;;6195;0;1;-33;;;;;
5,203;-0,01962;0,00981;-0,27468;;-0,06173;0,09606;-1,48064;;-0,16443;0,24979;-3,85006;;6203;-2;1;-28;;;;;
5,204;-0,01962;0,00981;-0,27468;;-0,06175;0,09607;-1,48091;;-0,16450;0,24989;-3,85155;;6204;-2;1;-28;;;;;
5,211;-0,01962;0,02943;-0,26487;;-0,06189;0,09621;-1,48280;;-0,16493;0,25056;-3,86192;;6211;-2;3;-27;;;;;
5,215;-0,01962;0,02943;-0,26487;;-0,06197;0,09633;-1,48386;;-0,16518;0,25094;-3,86785;;6215;-2;3;-27;;;;;
5,224;0,00000;0,02943;-0,27468;;-0,06206;0,09659;-1,48629;;-0,16573;0,25181;-3,88122;;6224;0;3;-28;;;;;
5,224;0,00000;0,02943;-0,27468;;-0,06206;0,09659;-1,48629;;-0,16573;0,25181;-3,88122;;6224;0;3;-28;;;;;
5,232;-0,01962;0,00981;-0,27468;;-0,06214;0,09675;-1,48849;;-0,16623;0,25259;-3,89312;;6232;-2;1;-28;;;;;
5,236;-0,01962;0,00981;-0,27468;;-0,06222;0,09679;-1,48958;;-0,16648;0,25297;-3,89907;;6236;-2;1;-28;;;;;
5,244;-0,00981;0,03924;-0,29430;;-0,06233;0,09699;-1,49186;;-0,16698;0,25375;-3,91100;;6244;-1;4;-30;;;;;
5,244;-0,00981;0,03924;-0,29430;;-0,06233;0,09699;-1,49186;;-0,16698;0,25375;-3,91100;;6244;-1;4;-30;;;;;
5,252;-0,01962;0,02943;-0,30411;;-0,06245;0,09726;-1,49425;;-0,16748;0,25453;-3,92294;;6252;-2;3;-31;;;;;
5,252;-0,01962;0,02943;-0,30411;;-0,06245;0,09726;-1,49425;;-0,16748;0,25453;-3,92294;;6252;-2;3;-31;;;;;
5,264;-0,01962;0,00000;-0,29430;;-0,06269;0,09744;-1,49784;;-0,16823;0,25569;-3,94090;;6264;-2;0;-30;;;;;
5,265;-0,01962;0,00000;-0,29430;;-0,06271;0,09744;-1,49814;;-0,16829;0,25579;-3,94239;;6265;-2;0;-30;;;;;
5,273;0,00000;0,02943;-0,29430;;-0,06278;0,09756;-1,50049;;-0,16879;0,25657;-3,95439;;6273;0;3;-30;;;;;
5,273;0,00000;0,02943;-0,29430;;-0,06278;0,09756;-1,50049;;-0,16879;0,25657;-3,95439;;6273;0;3;-30;;;;;
5,281;-0,01962;0,02943;-0,26487;;-0,06286;0,09779;-1,50273;;-0,16929;0,25735;-3,96640;;6281;-2;3;-27;;;;;
5,285;-0,01962;0,02943;-0,26487;;-0,06294;0,09791;-1,50379;;-0,16955;0,25774;-3,97241;;6285;-2;3;-27;;;;;
5,293;-0,01962;0,01962;-0,28449;;-0,06310;0,09810;-1,50599;;-0,17005;0,25853;-3,98445;;6293;-2;2;-29;;;;;
5,293;-0,01962;0,01962;-0,28449;;-0,06310;0,09810;-1,50599;;-0,17005;0,25853;-3,98445;;6293;-2;2;-29;;;;;
5,301;0,00000;0,01962;-0,28449;;-0,06318;0,09826;-1,50826;;-0,17056;0,25931;-3,99651;;6301;0;2;-29;;;;;
5,305;0,00000;0,01962;-0,28449;;-0,06318;0,09834;-1,50940;;-0,17081;0,25971;-4,00255;;6305;0;2;-29;;;;;
5,314;-0,00981;0,02943;-0,28449;;-0,06322;0,09856;-1,51196;;-0,17138;0,26059;-4,01614;;6314;-1;3;-29;;;;;
5,314;-0,00981;0,02943;-0,28449;;-0,06322;0,09856;-1,51196;;-0,17138;0,26059;-4,01614;;6314;-1;3;-29;;;;;
5,322;-0,00981;0,03924;-0,27468;;-0,06330;0,09884;-1,51420;;-0,17188;0,26138;-4,02825;;6322;-1;4;-28;;;;;
5,326;-0,00981;0,03924;-0,27468;;-0,06334;0,09899;-1,51530;;-0,17214;0,26178;-4,03430;;6326;-1;4;-28;;;;;
5,334;0,00000;0,02943;-0,26487;;-0,06338;0,09927;-1,51745;;-0,17264;0,26257;-4,04644;;6334;0;3;-27;;;;;
5,334;0,00000;0,02943;-0,26487;;-0,06338;0,09927;-1,51745;;-0,17264;0,26257;-4,04644;;6334;0;3;-27;;;;;
5,342;-0,02943;0,00000;-0,29430;;-0,06350;0,09939;-1,51969;;-0,17315;0,26337;-4,05858;;6342;-3;0;-30;;;;;
5,343;-0,02943;0,00000;-0,29430;;-0,06352;0,09939;-1,51999;;-0,17321;0,26347;-4,06010;;6343;-3;0;-30;;;;;
5,354;-0,01962;0,01962;-0,27468;;-0,06379;0,09949;-1,52312;;-0,17391;0,26456;-4,07684;;6354;-2;2;-28;;;;;
5,355;-0,01962;0,01962;-0,27468;;-0,06381;0,09951;-1,52339;;-0,17398;0,26466;-4,07836;;6355;-2;2;-28;;;;;
5,363;-0,00981;0,03924;-0,29430;;-0,06393;0,09975;-1,52567;;-0,17449;0,26546;-4,09056;;6363;-1;4;-30;;;;;
5,363;-0,00981;0,03924;-0,29430;;-0,06393;0,09975;-1,52567;;-0,17449;0,26546;-4,09056;;6363;-1;4;-30;;;;;
5,375;-0,00981;0,00981;-0,24525;;-0,06405;0,10004;-1,52890;;-0,17526;0,26665;-4,10889;;6375;-1;1;-25;;;;;
5,375;-0,00981;0,00981;-0,24525;;-0,06405;0,10004;-1,52890;;-0,17526;0,26665;-4,10889;;6375;-1;1;-25;;;;;
5,383;0,00000;0,00000;-0,26487;;-0,06409;0,10008;-1,53094;;-0,17577;0,26745;-4,12113;;6383;0;0;-27;;;;;
5,383;0,00000;0,00000;-0,26487;;-0,06409;0,10008;-1,53094;;-0,17577;0,26745;-4,12113;;6383;0;0;-27;;;;;
5,391;-0,01962;0,01962;-0,29430;;-0,06417;0,10016;-1,53318;;-0,17628;0,26826;-4,13338;;6391;-2;2;-30;;;;;
5,395;-0,01962;0,01962;-0,29430;;-0,06425;0,10024;-1,53436;;-0,17654;0,26866;-4,13952;;6395;-2;2;-30;;;;;
5,404;-0,00981;0,00981;-0,26487;;-0,06438;0,10037;-1,53687;;-0,17712;0,26956;-4,15334;;6404;-1;1;-27;;;;;
5,404;-0,00981;0,00981;-0,26487;;-0,06438;0,10037;-1,53687;;-0,17712;0,26956;-4,15334;;6404;-1;1;-27;;;;;
5,412;-0,00981;0,00000;-0,26487;;-0,06446;0,10041;-1,53899;;-0,17763;0,27036;-4,16564;;6412;-1;0;-27;;;;;
5,416;-0,00981;0,00000;-0,26487;;-0,06450;0,10041;-1,54005;;-0,17789;0,27076;-4,17180;;6416;-1;0;-27;;;;;
5,424;-0,01962;0,01962;-0,29430;;-0,06461;0,10049;-1,54229;;-0,17841;0,27157;-4,18413;;6424;-2;2;-30;;;;;
5,424;-0,01962;0,01962;-0,29430;;-0,06461;0,10049;-1,54229;;-0,17841;0,27157;-4,18413;;6424;-2;2;-30;;;;;
5,432;-0,01962;0,02943;-0,27468;;-0,06477;0,10068;-1,54456;;-0,17893;0,27237;-4,19648;;6432;-2;3;-28;;;;;
5,433;-0,01962;0,02943;-0,27468;;-0,06479;0,10071;-1,54484;;-0,17899;0,27247;-4,19802;;6433;-2;3;-28;;;;;
5,445;-0,00981;0,00981;-0,32373;;-0,06497;0,10095;-1,54843;;-0,17977;0,27368;-4,21658;;6445;-1;1;-33;;;;;
5,445;-0,00981;0,00981;-0,32373;;-0,06497;0,10095;-1,54843;;-0,17977;0,27368;-4,21658;;6445;-1;1;-33;;;;;
5,453;-0,01962;0,00000;-0,26487;;-0,06508;0,10099;-1,55078;;-0,18029;0,27449;-4,22898;;6453;-2;0;-27;;;;;
5,453;-0,01962;0,00000;-0,26487;;-0,06508;0,10099;-1,55078;;-0,18029;0,27449;-4,22898;;6453;-2;0;-27;;;;;
5,465;-0,01962;0,00981;-0,29430;;-0,06532;0,10105;-1,55414;;-0,18107;0,27570;-4,24761;;6465;-2;1;-30;;;;;
5,465;-0,01962;0,00981;-0,29430;;-0,06532;0,10105;-1,55414;;-0,18107;0,27570;-4,24761;;6465;-2;1;-30;;;;;
5,473;-0,03924;0,04905;-0,25506;;-0,06556;0,10128;-1,55634;;-0,18160;0,27651;-4,26005;;6473;-4;5;-26;;;;;
5,474;-0,03924;0,04905;-0,25506;;-0,06559;0,10133;-1,55659;;-0,18166;0,27661;-4,26161;;6474;-4;5;-26;;;;;
5,482;-0,00981;0,01962;-0,28449;;-0,06579;0,10161;-1,55875;;-0,18219;0,27743;-4,27407;;6482;-1;2;-29;;;;;
5,486;-0,00981;0,01962;-0,28449;;-0,06583;0,10169;-1,55989;;-0,18245;0,27783;-4,28031;;6486;-1;2;-29;;;;;
5,494;0,00000;0,00000;-0,30411;;-0,06587;0,10176;-1,56224;;-0,18298;0,27865;-4,29279;;6494;0;0;-31;;;;;
5,494;0,00000;0,00000;-0,30411;;-0,06587;0,10176;-1,56224;;-0,18298;0,27865;-4,29279;;6494;0;0;-31;;;;;
5,502;-0,01962;0,02943;-0,27468;;-0,06595;0,10188;-1,56456;;-0,18350;0,27946;-4,30530;;6502;-2;3;-28;;;;;
5,506;-0,01962;0,02943;-0,27468;;-0,06603;0,10200;-1,56566;;-0,18377;0,27987;-4,31156;;6506;-2;3;-28;;;;;
5,514;-0,00981;0,02943;-0,29430;;-0,06614;0,10223;-1,56793;;-0,18430;0,28068;-4,32410;;6514;-1;3;-30;;;;;
5,515;-0,00981;0,02943;-0,29430;;-0,06615;0,10226;-1,56823;;-0,18436;0,28079;-4,32566;;6515;-1;3;-30;;;;;
5,523;0,00000;0,00000;-0,26487;;-0,06619;0,10238;-1,57046;;-0,18489;0,28161;-4,33822;;6523;0;0;-27;;;;;
5,523;0,00000;0,00000;-0,26487;;-0,06619;0,10238;-1,57046;;-0,18489;0,28161;-4,33822;;6523;0;0;-27;;;;;
5,535;-0,02943;0,00000;-0,26487;;-0,06637;0,10238;-1,57364;;-0,18569;0,28283;-4,35708;;6535;-3;0;-27;;;;;
5,535;-0,02943;0,00000;-0,26487;;-0,06637;0,10238;-1,57364;;-0,18569;0,28283;-4,35708;;6535;-3;0;-27;;;;;
5,543;-0,01962;0,03924;-0,27468;;-0,06657;0,10254;-1,57580;;-0,18622;0,28365;-4,36968;;6543;-2;4;-28;;;;;
5,543;-0,01962;0,03924;-0,27468;;-0,06657;0,10254;-1,57580;;-0,18622;0,28365;-4,36968;;6543;-2;4;-28;;;;;
5,555;-0,01962;0,00981;-0,30411;;-0,06680;0,10283;-1,57927;;-0,18702;0,28489;-4,38861;;6555;-2;1;-31;;;;;
5,555;-0,01962;0,00981;-0,30411;;-0,06680;0,10283;-1,57927;;-0,18702;0,28489;-4,38861;;6555;-2;1;-31;;;;;
5,564;-0,01962;0,00981;-0,29430;;-0,06698;0,10292;-1,58197;;-0,18762;0,28581;-4,40284;;6564;-2;1;-30;;;;;
5,564;-0,01962;0,00981;-0,29430;;-0,06698;0,10292;-1,58197;;-0,18762;0,28581;-4,40284;;6564;-2;1;-30;;;;;
5,572;-0,00981;0,03924;-0,28449;;-0,06710;0,10312;-1,58428;;-0,18816;0,28664;-4,41550;;6572;-1;4;-29;;;;;
5,576;-0,00981;0,03924;-0,28449;;-0,06713;0,10327;-1,58542;;-0,18843;0,28705;-4,42184;;6576;-1;4;-29;;;;;
5,584;-0,01962;0,02943;-0,28449;;-0,06725;0,10355;-1,58769;;-0,18896;0,28788;-4,43453;;6584;-2;3;-29;;;;;
5,584;-0,01962;0,02943;-0,28449;;-0,06725;0,10355;-1,58769;;-0,18896;0,28788;-4,43453;;6584;-2;3;-29;;;;;
5,592;-0,01962;0,01962;-0,32373;;-0,06741;0,10375;-1,59013;;-0,18950;0,28871;-4,44725;;6592;-2;2;-33;;;;;
5,596;-0,01962;0,01962;-0,32373;;-0,06749;0,10382;-1,59142;;-0,18977;0,28912;-4,45361;;6596;-2;2;-33;;;;;
5,605;-0,01962;0,00981;-0,30411;;-0,06766;0,10396;-1,59425;;-0,19038;0,29006;-4,46794;;6605;-2;1;-31;;;;;
5,605;-0,01962;0,00981;-0,30411;;-0,06766;0,10396;-1,59425;;-0,19038;0,29006;-4,46794;;6605;-2;1;-31;;;;;
5,613;-0,01962;0,01962;-0,29430;;-0,06782;0,10407;-1,59664;;-0,19092;0,29089;-4,48071;;6613;-2;2;-30;;;;;
5,613;-0,01962;0,01962;-0,29430;;-0,06782;0,10407;-1,59664;;-0,19092;0,29089;-4,48071;;6613;-2;2;-30;;;;;
5,625;-0,02943;0,00981;-0,28449;;-0,06812;0,10425;-1,60011;;-0,19174;0,29214;-4,49989;;6625;-3;1;-29;;;;;
5,625;-0,02943;0,00981;-0,28449;;-0,06812;0,10425;-1,60011;;-0,19174;0,29214;-4,49989;;6625;-3;1;-29;;;;;
5,633;0,00000;0,02943;-0,28449;;-0,06823;0,10441;-1,60239;;-0,19228;0,29297;-4,51270;;6633;0;3;-29;;;;;
5,633;0,00000;0,02943;-0,28449;;-0,06823;0,10441;-1,60239;;-0,19228;0,29297;-4,51270;;6633;0;3;-29;;;;;
5,645;-0,00981;0,01962;-0,29430;;-0,06829;0,10470;-1,60586;;-0,19310;0,29423;-4,53195;;6645;-1;2;-30;;;;;
5,646;-0,00981;0,01962;-0,29430;;-0,06830;0,10472;-1,60616;;-0,19317;0,29433;-4,53355;;6646;-1;2;-30;;;;;
5,654;-0,01962;0,03924;-0,28449;;-0,06842;0,10496;-1,60847;;-0,19372;0,29517;-4,54641;;6654;-2;4;-29;;;;;
5,654;-0,01962;0,03924;-0,28449;;-0,06842;0,10496;-1,60847;;-0,19372;0,29517;-4,54641;;6654;-2;4;-29;;;;;
5,666;-0,00981;0,02943;-0,27468;;-0,06860;0,10537;-1,61183;;-0,19454;0,29643;-4,56573;;6666;-1;3;-28;;;;;
5,666;-0,00981;0,02943;-0,27468;;-0,06860;0,10537;-1,61183;;-0,19454;0,29643;-4,56573;;6666;-1;3;-28;;;;;
5,674;-0,02943;0,00981;-0,28449;;-0,06875;0,10553;-1,61406;;-0,19509;0,29728;-4,57864;;6674;-3;1;-29;;;;;
5,674;-0,02943;0,00981;-0,28449;;-0,06875;0,10553;-1,61406;;-0,19509;0,29728;-4,57864;;6674;-3;1;-29;;;;;
5,682;0,00000;0,02943;-0,28449;;-0,06887;0,10568;-1,61634;;-0,19564;0,29812;-4,59156;;6682;0;3;-29;;;;;
5,686;0,00000;0,02943;-0,28449;;-0,06887;0,10580;-1,61748;;-0,19591;0,29854;-4,59803;;6686;0;3;-29;;;;;
5,695;-0,00981;0,01962;-0,26487;;-0,06892;0,10602;-1,61995;;-0,19653;0,29950;-4,61260;;6695;-1;2;-27;;;;;
5,695;-0,00981;0,01962;-0,26487;;-0,06892;0,10602;-1,61995;;-0,19653;0,29950;-4,61260;;6695;-1;2;-27;;;;;
5,703;-0,00981;0,00981;-0,27468;;-0,06899;0,10614;-1,62211;;-0,19709;0,30035;-4,62556;;6703;-1;1;-28;;;;;
5,703;-0,00981;0,00981;-0,27468;;-0,06899;0,10614;-1,62211;;-0,19709;0,30035;-4,62556;;6703;-1;1;-28;;;;;
5,715;-0,02943;0,01962;-0,28449;;-0,06923;0,10632;-1,62546;;-0,19792;0,30162;-4,64505;;6715;-3;2;-29;;;;;
5,715;-0,02943;0,01962;-0,28449;;-0,06923;0,10632;-1,62546;;-0,19792;0,30162;-4,64505;;6715;-3;2;-29;;;;;
5,723;-0,00981;0,02943;-0,27468;;-0,06939;0,10651;-1,62770;;-0,19847;0,30247;-4,65806;;6723;-1;3;-28;;;;;
5,723;-0,00981;0,02943;-0,27468;;-0,06939;0,10651;-1,62770;;-0,19847;0,30247;-4,65806;;6723;-1;3;-28;;;;;
5,735;0,00000;0,03924;-0,28449;;-0,06944;0,10692;-1,63105;;-0,19930;0,30375;-4,67761;;6735;0;4;-29;;;;;
5,736;0,00000;0,03924;-0,28449;;-0,06944;0,10696;-1,63134;;-0,19937;0,30386;-4,67925;;6736;0;4;-29;;;;;
5,744;0,00000;0,00981;-0,29430;;-0,06944;0,10716;-1,63365;;-0,19993;0,30472;-4,69231;;6744;0;1;-30;;;;;
5,744;0,00000;0,00981;-0,29430;;-0,06944;0,10716;-1,63365;;-0,19993;0,30472;-4,69231;;6744;0;1;-30;;;;;
5,756;-0,01962;0,01962;-0,29430;;-0,06956;0,10734;-1,63719;;-0,20076;0,30600;-4,71193;;6756;-2;2;-30;;;;;
5,756;-0,01962;0,01962;-0,29430;;-0,06956;0,10734;-1,63719;;-0,20076;0,30600;-4,71193;;6756;-2;2;-30;;;;;
5,764;-0,01962;0,01962;-0,28449;;-0,06972;0,10749;-1,63950;;-0,20132;0,30686;-4,72504;;6764;-2;2;-29;;;;;
5,764;-0,01962;0,01962;-0,28449;;-0,06972;0,10749;-1,63950;;-0,20132;0,30686;-4,72504;;6764;-2;2;-29;;;;;
5,772;-0,00981;0,00981;-0,27468;;-0,06984;0,10761;-1,64174;;-0,20188;0,30772;-4,73816;;6772;-1;1;-28;;;;;
5,776;-0,00981;0,00981;-0,27468;;-0,06988;0,10765;-1,64284;;-0,20216;0,30815;-4,74473;;6776;-1;1;-28;;;;;
5,785;-0,00981;0,00981;-0,27468;;-0,06996;0,10774;-1,64531;;-0,20279;0,30912;-4,75953;;6785;-1;1;-28;;;;;
5,785;-0,00981;0,00981;-0,27468;;-0,06996;0,10774;-1,64531;;-0,20279;0,30912;-4,75953;;6785;-1;1;-28;;;;;
5,793;-0,01962;0,00000;-0,28449;;-0,07008;0,10778;-1,64755;;-0,20335;0,30998;-4,77270;;6793;-2;0;-29;;;;;
5,797;-0,01962;0,00000;-0,28449;;-0,07016;0,10778;-1,64868;;-0,20363;0,31042;-4,77929;;6797;-2;0;-29;;;;;
5,805;-0,01962;0,00000;-0,31392;;-0,07032;0,10778;-1,65108;;-0,20419;0,31128;-4,79249;;6805;-2;0;-32;;;;;
5,806;-0,01962;0,00000;-0,31392;;-0,07034;0,10778;-1,65139;;-0,20426;0,31139;-4,79414;;6806;-2;0;-32;;;;;
5,813;0,00000;0,03924;-0,26487;;-0,07041;0,10791;-1,65342;;-0,20475;0,31214;-4,80571;;6813;0;4;-27;;;;;
5,814;0,00000;0,03924;-0,26487;;-0,07041;0,10795;-1,65368;;-0,20482;0,31225;-4,80736;;6814;0;4;-27;;;;;
5,826;-0,02943;0,03924;-0,32373;;-0,07058;0,10843;-1,65721;;-0,20567;0,31355;-4,82723;;6826;-3;4;-33;;;;;
5,826;-0,02943;0,03924;-0,32373;;-0,07058;0,10843;-1,65721;;-0,20567;0,31355;-4,82723;;6826;-3;4;-33;;;;;
5,834;-0,00981;0,00981;-0,26487;;-0,07074;0,10862;-1,65957;;-0,20623;0,31441;-4,84050;;6834;-1;1;-27;;;;;
5,834;-0,00981;0,00981;-0,26487;;-0,07074;0,10862;-1,65957;;-0,20623;0,31441;-4,84050;;6834;-1;1;-27;;;;;
5,846;-0,01962;0,01962;-0,32373;;-0,07092;0,10880;-1,66310;;-0,20708;0,31572;-4,86043;;6846;-2;2;-33;;;;;
5,846;-0,01962;0,01962;-0,32373;;-0,07092;0,10880;-1,66310;;-0,20708;0,31572;-4,86043;;6846;-2;2;-33;;;;;
5,854;0,00000;0,01962;-0,26487;;-0,07099;0,10895;-1,66545;;-0,20765;0,31659;-4,87375;;6854;0;2;-27;;;;;
5,855;0,00000;0,01962;-0,26487;;-0,07099;0,10897;-1,66572;;-0,20772;0,31670;-4,87541;;6855;0;2;-27;;;;;
5,863;-0,01962;0,00981;-0,28449;;-0,07107;0,10909;-1,66792;;-0,20829;0,31757;-4,88875;;6863;-2;1;-29;;;;;
5,866;-0,01962;0,00981;-0,28449;;-0,07113;0,10912;-1,66877;;-0,20850;0,31790;-4,89375;;6866;-2;1;-29;;;;;
5,875;0,00000;0,00981;-0,28449;;-0,07122;0,10921;-1,67133;;-0,20914;0,31888;-4,90878;;6875;0;1;-29;;;;;
5,875;0,00000;0,00981;-0,28449;;-0,07122;0,10921;-1,67133;;-0,20914;0,31888;-4,90878;;6875;0;1;-29;;;;;
5,883;-0,00981;0,00981;-0,28449;;-0,07126;0,10929;-1,67361;;-0,20971;0,31976;-4,92216;;6883;-1;1;-29;;;;;
5,887;-0,00981;0,00981;-0,28449;;-0,07130;0,10933;-1,67474;;-0,21000;0,32019;-4,92886;;6887;-1;1;-29;;;;;
5,895;-0,01962;0,00981;-0,31392;;-0,07142;0,10941;-1,67714;;-0,21057;0,32107;-4,94226;;6895;-2;1;-32;;;;;
5,895;-0,01962;0,00981;-0,31392;;-0,07142;0,10941;-1,67714;;-0,21057;0,32107;-4,94226;;6895;-2;1;-32;;;;;
5,904;0,00000;0,02943;-0,27468;;-0,07151;0,10958;-1,67979;;-0,21121;0,32205;-4,95737;;6904;0;3;-28;;;;;
5,904;0,00000;0,02943;-0,27468;;-0,07151;0,10958;-1,67979;;-0,21121;0,32205;-4,95737;;6904;0;3;-28;;;;;
5,916;-0,01962;0,00000;-0,28449;;-0,07162;0,10976;-1,68314;;-0,21207;0,32337;-4,97755;;6916;-2;0;-29;;;;;
5,916;-0,01962;0,00000;-0,28449;;-0,07162;0,10976;-1,68314;;-0,21207;0,32337;-4,97755;;6916;-2;0;-29;;;;;
5,924;-0,00981;0,02943;-0,27468;;-0,07174;0,10988;-1,68538;;-0,21265;0,32425;-4,99102;;6924;-1;3;-28;;;;;
5,924;-0,00981;0,02943;-0,27468;;-0,07174;0,10988;-1,68538;;-0,21265;0,32425;-4,99102;;6924;-1;3;-28;;;;;
5,936;0,00000;0,03924;-0,28449;;-0,07180;0,11029;-1,68873;;-0,21351;0,32557;-5,01127;;6936;0;4;-29;;;;;
5,936;0,00000;0,03924;-0,28449;;-0,07180;0,11029;-1,68873;;-0,21351;0,32557;-5,01127;;6936;0;4;-29;;;;;
5,945;-0,00981;0,02943;-0,30411;;-0,07184;0,11060;-1,69138;;-0,21415;0,32656;-5,02648;;6945;-1;3;-31;;;;;
5,945;-0,00981;0,02943;-0,30411;;-0,07184;0,11060;-1,69138;;-0,21415;0,32656;-5,02648;;6945;-1;3;-31;;;;;
5,953;-0,01962;0,00000;-0,28449;;-0,07196;0,11072;-1,69374;;-0,21473;0,32745;-5,04002;;6953;-2;0;-29;;;;;
5,957;-0,01962;0,00000;-0,28449;;-0,07204;0,11072;-1,69487;;-0,21502;0,32789;-5,04680;;6957;-2;0;-29;;;;;
5,965;0,00000;0,01962;-0,29430;;-0,07212;0,11079;-1,69719;;-0,21559;0,32878;-5,06036;;6965;0;2;-30;;;;;
5,965;0,00000;0,01962;-0,29430;;-0,07212;0,11079;-1,69719;;-0,21559;0,32878;-5,06036;;6965;0;2;-30;;;;;
5,973;-0,00981;0,03924;-0,28449;;-0,07216;0,11103;-1,69950;;-0,21617;0,32966;-5,07395;;6973;-1;4;-29;;;;;
5,973;-0,00981;0,03924;-0,28449;;-0,07216;0,11103;-1,69950;;-0,21617;0,32966;-5,07395;;6973;-1;4;-29;;;;;
5,985;-0,01962;0,01962;-0,30411;;-0,07233;0,11138;-1,70304;;-0,21704;0,33100;-5,09437;;6985;-2;2;-31;;;;;
5,986;-0,01962;0,01962;-0,30411;;-0,07235;0,11140;-1,70334;;-0,21711;0,33111;-5,09607;;6986;-2;2;-31;;;;;
5,994;0,00000;0,00981;-0,30411;;-0,07243;0,11152;-1,70577;;-0,21769;0,33200;-5,10971;;6994;0;1;-31;;;;;
5,994;0,00000;0,00981;-0,30411;;-0,07243;0,11152;-1,70577;;-0,21769;0,33200;-5,10971;;6994;0;1;-31;;;;;
6,006;-0,00981;0,00981;-0,28449;;-0,07249;0,11164;-1,70930;;-0,21856;0,33334;-5,13020;;7006;-1;1;-29;;;;;
6,006;-0,00981;0,00981;-0,28449;;-0,07249;0,11164;-1,70930;;-0,21856;0,33334;-5,13020;;7006;-1;1;-29;;;;;
6,014;-0,00981;0,02943;-0,25506;;-0,07257;0,11179;-1,71146;;-0,21914;0,33423;-5,14388;;7014;-1;3;-26;;;;;
6,014;-0,00981;0,02943;-0,25506;;-0,07257;0,11179;-1,71146;;-0,21914;0,33423;-5,14388;;7014;-1;3;-26;;;;;
6,026;-0,01962;0,00981;-0,29430;;-0,07275;0,11203;-1,71476;;-0,22001;0,33558;-5,16444;;7026;-2;1;-30;;;;;
6,026;-0,01962;0,00981;-0,29430;;-0,07275;0,11203;-1,71476;;-0,22001;0,33558;-5,16444;;7026;-2;1;-30;;;;;
6,035;-0,01962;0,00981;-0,28449;;-0,07292;0,11212;-1,71736;;-0,22067;0,33659;-5,17988;;7035;-2;1;-29;;;;;
6,035;-0,01962;0,00981;-0,28449;;-0,07292;0,11212;-1,71736;;-0,22067;0,33659;-5,17988;;7035;-2;1;-29;;;;;
6,043;0,00000;0,01962;-0,28449;;-0,07300;0,11224;-1,71964;;-0,22125;0,33748;-5,19363;;7043;0;2;-29;;;;;
6,047;0,00000;0,01962;-0,28449;;-0,07300;0,11231;-1,72078;;-0,22154;0,33793;-5,20051;;7047;0;2;-29;;;;;
6,055;-0,02943;0,01962;-0,30411;;-0,07312;0,11247;-1,72313;;-0,22213;0,33883;-5,21429;;7055;-3;2;-31;;;;;
