Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z;;;;;
2,274;0,00000;0,00981;-0,27468;;-0,02769;0,04139;-0,64560;;-0,03130;0,04697;-0,73600;;3274;0;1;-28;;;;;
2,286;-0,01962;0,03924;-0,29430;;-0,02781;0,04169;-0,64901;;-0,03164;0,04747;-0,74377;;3286;-2;4;-30;;;;;
2,286;-0,01962;0,03924;-0,29430;;-0,02781;0,04169;-0,64901;;-0,03164;0,04747;-0,74377;;3286;-2;4;-30;;;;;
2,295;-0,00981;0,00981;-0,29430;;-0,02794;0,04191;-0,65166;;-0,03189;0,04784;-0,74962;;3295;-1;1;-30;;;;;
2,295;-0,00981;0,00981;-0,29430;;-0,02794;0,04191;-0,65166;;-0,03189;0,04784;-0,74962;;3295;-1;1;-30;;;;;
2,303;-0,00981;0,01962;-0,27468;;-0,02802;0,04203;-0,65393;;-0,03211;0,04818;-0,75484;;3303;-1;2;-28;;;;;
2,307;-0,00981;0,01962;-0,27468;;-0,02806;0,04210;-0,65503;;-0,03222;0,04835;-0,75746;;3307;-1;2;-28;;;;;
2,311;-0,00981;0,01962;-0,27468;;-0,02810;0,04218;-0,65613;;-0,03234;0,04851;-0,76008;;3311;-1;2;-28;;;;;
2,311;-0,00981;0,01962;-0,27468;;-0,02810;0,04218;-0,65613;;-0,03234;0,04851;-0,76008;;3311;-1;2;-28;;;;;
2,323;-0,00981;0,01962;-0,29430;;-0,02822;0,04242;-0,65955;;-0,03267;0,04902;-0,76798;;3323;-1;2;-30;;;;;
2,324;-0,00981;0,01962;-0,29430;;-0,02823;0,04244;-0,65984;;-0,03270;0,04906;-0,76864;;3324;-1;2;-30;;;;;
2,336;-0,00981;0,01962;-0,31392;;-0,02835;0,04267;-0,66349;;-0,03304;0,04957;-0,77658;;3336;-1;2;-32;;;;;
2,336;-0,00981;0,01962;-0,31392;;-0,02835;0,04267;-0,66349;;-0,03304;0,04957;-0,77658;;3336;-1;2;-32;;;;;
2,344;-0,00981;0,02943;-0,27468;;-0,02842;0,04287;-0,66584;;-0,03327;0,04992;-0,78189;;3344;-1;3;-28;;;;;
2,344;-0,00981;0,02943;-0,27468;;-0,02842;0,04287;-0,66584;;-0,03327;0,04992;-0,78189;;3344;-1;3;-28;;;;;
2,356;-0,00981;0,03924;-0,25506;;-0,02854;0,04328;-0,66902;;-0,03361;0,05043;-0,78990;;3356;-1;4;-26;;;;;
2,356;-0,00981;0,03924;-0,25506;;-0,02854;0,04328;-0,66902;;-0,03361;0,05043;-0,78990;;3356;-1;4;-26;;;;;
2,360;-0,00981;0,03924;-0,25506;;-0,02858;0,04344;-0,67004;;-0,03372;0,05061;-0,79258;;3360;-1;4;-26;;;;;
2,364;-0,00981;0,03924;-0,25506;;-0,02862;0,04360;-0,67106;;-0,03384;0,05078;-0,79526;;3364;-1;4;-26;;;;;
2,376;-0,01962;0,01962;-0,28449;;-0,02880;0,04395;-0,67430;;-0,03418;0,05131;-0,80333;;3376;-2;2;-29;;;;;
2,376;-0,01962;0,01962;-0,28449;;-0,02880;0,04395;-0,67430;;-0,03418;0,05131;-0,80333;;3376;-2;2;-29;;;;;
2,385;-0,01962;0,04905;-0,30411;;-0,02897;0,04426;-0,67695;;-0,03444;0,05170;-0,80941;;3385;-2;5;-31;;;;;
2,385;-0,01962;0,04905;-0,30411;;-0,02897;0,04426;-0,67695;;-0,03444;0,05170;-0,80941;;3385;-2;5;-31;;;;;
2,393;-0,01962;0,02943;-0,27468;;-0,02913;0,04457;-0,67926;;-0,03468;0,05206;-0,81484;;3393;-2;3;-28;;;;;
2,397;-0,01962;0,02943;-0,27468;;-0,02921;0,04469;-0,68036;;-0,03479;0,05224;-0,81756;;3397;-2;3;-28;;;;;
2,405;-0,02943;0,00000;-0,26487;;-0,02941;0,04481;-0,68252;;-0,03503;0,05260;-0,82301;;3405;-3;0;-27;;;;;
2,405;-0,02943;0,00000;-0,26487;;-0,02941;0,04481;-0,68252;;-0,03503;0,05260;-0,82301;;3405;-3;0;-27;;;;;
2,413;-0,02943;0,00000;-0,26487;;-0,02964;0,04481;-0,68464;;-0,03526;0,05295;-0,82848;;3413;-3;0;-27;;;;;
2,414;-0,02943;0,00000;-0,26487;;-0,02967;0,04481;-0,68490;;-0,03529;0,05300;-0,82916;;3414;-3;0;-27;;;;;
2,426;-0,02943;0,00000;-0,29430;;-0,03002;0,04481;-0,68826;;-0,03565;0,05354;-0,83740;;3426;-3;0;-30;;;;;
2,426;-0,02943;0,00000;-0,29430;;-0,03002;0,04481;-0,68826;;-0,03565;0,05354;-0,83740;;3426;-3;0;-30;;;;;
2,434;0,00000;0,01962;-0,27468;;-0,03014;0,04489;-0,69054;;-0,03589;0,05390;-0,84292;;3434;0;2;-28;;;;;
2,434;0,00000;0,01962;-0,27468;;-0,03014;0,04489;-0,69054;;-0,03589;0,05390;-0,84292;;3434;0;2;-28;;;;;
2,446;-0,01962;0,01962;-0,27468;;-0,03026;0,04512;-0,69383;;-0,03625;0,05444;-0,85122;;3446;-2;2;-28;;;;;
2,446;-0,01962;0,01962;-0,27468;;-0,03026;0,04512;-0,69383;;-0,03625;0,05444;-0,85122;;3446;-2;2;-28;;;;;
2,454;-0,01962;0,01962;-0,30411;;-0,03042;0,04528;-0,69615;;-0,03650;0,05480;-0,85678;;3454;-2;2;-31;;;;;
2,455;-0,01962;0,01962;-0,30411;;-0,03044;0,04530;-0,69645;;-0,03653;0,05484;-0,85748;;3455;-2;2;-31;;;;;
2,463;-0,01962;0,01962;-0,30411;;-0,03059;0,04545;-0,69888;;-0,03677;0,05521;-0,86306;;3463;-2;2;-31;;;;;
2,463;-0,01962;0,01962;-0,30411;;-0,03059;0,04545;-0,69888;;-0,03677;0,05521;-0,86306;;3463;-2;2;-31;;;;;
2,475;-0,00981;0,02943;-0,29430;;-0,03077;0,04575;-0,70247;;-0,03714;0,05575;-0,87147;;3475;-1;3;-30;;;;;
2,475;-0,00981;0,02943;-0,29430;;-0,03077;0,04575;-0,70247;;-0,03714;0,05575;-0,87147;;3475;-1;3;-30;;;;;
2,483;-0,00981;0,02943;-0,27468;;-0,03085;0,04598;-0,70475;;-0,03739;0,05612;-0,87710;;3483;-1;3;-28;;;;;
2,487;-0,00981;0,02943;-0,27468;;-0,03089;0,04610;-0,70585;;-0,03751;0,05630;-0,87992;;3487;-1;3;-28;;;;;
2,495;0,00000;0,00981;-0,28449;;-0,03093;0,04626;-0,70809;;-0,03776;0,05667;-0,88558;;3495;0;1;-29;;;;;
2,496;0,00000;0,00981;-0,28449;;-0,03093;0,04627;-0,70837;;-0,03779;0,05672;-0,88628;;3496;0;1;-29;;;;;
2,504;-0,01962;0,00981;-0,26487;;-0,03100;0,04635;-0,71057;;-0,03804;0,05709;-0,89196;;3504;-2;1;-27;;;;;
2,508;-0,01962;0,00981;-0,26487;;-0,03108;0,04639;-0,71163;;-0,03816;0,05728;-0,89480;;3508;-2;1;-27;;;;;
2,512;-0,01962;0,00981;-0,26487;;-0,03116;0,04643;-0,71269;;-0,03828;0,05746;-0,89765;;3512;-2;1;-27;;;;;
2,512;-0,01962;0,00981;-0,26487;;-0,03116;0,04643;-0,71269;;-0,03828;0,05746;-0,89765;;3512;-2;1;-27;;;;;
2,524;-0,01962;0,00000;-0,25506;;-0,03140;0,04648;-0,71581;;-0,03866;0,05802;-0,90622;;3524;-2;0;-26;;;;;
2,524;-0,01962;0,00000;-0,25506;;-0,03140;0,04648;-0,71581;;-0,03866;0,05802;-0,90622;;3524;-2;0;-26;;;;;
2,536;-0,00981;0,03924;-0,31392;;-0,03157;0,04672;-0,71922;;-0,03904;0,05858;-0,91483;;3536;-1;4;-32;;;;;
2,537;-0,00981;0,03924;-0,31392;;-0,03158;0,04676;-0,71953;;-0,03907;0,05862;-0,91555;;3537;-1;4;-32;;;;;
2,545;-0,00981;0,00981;-0,27468;;-0,03166;0,04696;-0,72189;;-0,03932;0,05900;-0,92132;;3545;-1;1;-28;;;;;
2,545;-0,00981;0,00981;-0,27468;;-0,03166;0,04696;-0,72189;;-0,03932;0,05900;-0,92132;;3545;-1;1;-28;;;;;
2,557;-0,00981;0,00000;-0,25506;;-0,03178;0,04701;-0,72507;;-0,03970;0,05956;-0,93000;;3557;-1;0;-26;;;;;
2,557;-0,00981;0,00000;-0,25506;;-0,03178;0,04701;-0,72507;;-0,03970;0,05956;-0,93000;;3557;-1;0;-26;;;;;
2,561;-0,00981;0,00000;-0,25506;;-0,03182;0,04701;-0,72609;;-0,03983;0,05975;-0,93290;;3561;-1;0;-26;;;;;
2,565;-0,00981;0,00000;-0,25506;;-0,03186;0,04701;-0,72711;;-0,03996;0,05994;-0,93581;;3565;-1;0;-26;;;;;
2,573;-0,00981;0,03924;-0,29430;;-0,03194;0,04717;-0,72930;;-0,04021;0,06032;-0,94164;;3573;-1;4;-30;;;;;
2,577;-0,00981;0,03924;-0,29430;;-0,03198;0,04733;-0,73048;;-0,04034;0,06050;-0,94455;;3577;-1;4;-30;;;;;
2,586;0,00000;0,03924;-0,30411;;-0,03202;0,04768;-0,73317;;-0,04063;0,06093;-0,95114;;3586;0;4;-31;;;;;
2,586;0,00000;0,03924;-0,30411;;-0,03202;0,04768;-0,73317;;-0,04063;0,06093;-0,95114;;3586;0;4;-31;;;;;
2,594;-0,01962;0,01962;-0,29430;;-0,03210;0,04792;-0,73557;;-0,04088;0,06131;-0,95702;;3594;-2;2;-30;;;;;
2,598;-0,01962;0,01962;-0,29430;;-0,03218;0,04800;-0,73675;;-0,04101;0,06151;-0,95996;;3598;-2;2;-30;;;;;
2,606;-0,01962;0,01962;-0,29430;;-0,03233;0,04815;-0,73910;;-0,04127;0,06189;-0,96586;;3606;-2;2;-30;;;;;
2,606;-0,01962;0,01962;-0,29430;;-0,03233;0,04815;-0,73910;;-0,04127;0,06189;-0,96586;;3606;-2;2;-30;;;;;
2,614;-0,01962;0,01962;-0,29430;;-0,03249;0,04831;-0,74145;;-0,04153;0,06228;-0,97179;;3614;-2;2;-30;;;;;
2,614;-0,01962;0,01962;-0,29430;;-0,03249;0,04831;-0,74145;;-0,04153;0,06228;-0,97179;;3614;-2;2;-30;;;;;
2,626;-0,00981;0,01962;-0,27468;;-0,03267;0,04854;-0,74487;;-0,04192;0,06286;-0,98070;;3626;-1;2;-28;;;;;
2,627;-0,00981;0,01962;-0,27468;;-0,03268;0,04856;-0,74514;;-0,04195;0,06291;-0,98145;;3627;-1;2;-28;;;;;
2,635;0,00981;0,00981;-0,29430;;-0,03268;0,04868;-0,74742;;-0,04222;0,06330;-0,98742;;3635;1;1;-30;;;;;
2,635;0,00981;0,00981;-0,29430;;-0,03268;0,04868;-0,74742;;-0,04222;0,06330;-0,98742;;3635;1;1;-30;;;;;
2,647;-0,01962;0,03924;-0,28449;;-0,03274;0,04898;-0,75089;;-0,04261;0,06388;-0,99641;;3647;-2;4;-29;;;;;
2,647;-0,01962;0,03924;-0,28449;;-0,03274;0,04898;-0,75089;;-0,04261;0,06388;-0,99641;;3647;-2;4;-29;;;;;
2,655;0,00000;0,02943;-0,28449;;-0,03281;0,04925;-0,75317;;-0,04287;0,06427;-1,00243;;3655;0;3;-29;;;;;
2,655;0,00000;0,02943;-0,28449;;-0,03281;0,04925;-0,75317;;-0,04287;0,06427;-1,00243;;3655;0;3;-29;;;;;
2,663;0,00000;0,02943;-0,28449;;-0,03281;0,04949;-0,75544;;-0,04313;0,06467;-1,00846;;3663;0;3;-29;;;;;
2,663;0,00000;0,02943;-0,28449;;-0,03281;0,04949;-0,75544;;-0,04313;0,06467;-1,00846;;3663;0;3;-29;;;;;
2,676;-0,01962;0,00000;-0,26487;;-0,03294;0,04968;-0,75901;;-0,04356;0,06531;-1,01830;;3676;-2;0;-27;;;;;
2,676;-0,01962;0,00000;-0,26487;;-0,03294;0,04968;-0,75901;;-0,04356;0,06531;-1,01830;;3676;-2;0;-27;;;;;
2,684;0,00000;0,03924;-0,30411;;-0,03302;0,04983;-0,76129;;-0,04382;0,06571;-1,02439;;3684;0;4;-31;;;;;
2,688;0,00000;0,03924;-0,30411;;-0,03302;0,04999;-0,76251;;-0,04396;0,06591;-1,02743;;3688;0;4;-31;;;;;
2,696;-0,02943;0,01962;-0,31392;;-0,03314;0,05023;-0,76498;;-0,04422;0,06631;-1,03354;;3696;-3;2;-32;;;;;
2,696;-0,02943;0,01962;-0,31392;;-0,03314;0,05023;-0,76498;;-0,04422;0,06631;-1,03354;;3696;-3;2;-32;;;;;
2,704;-0,01962;0,00981;-0,25506;;-0,03333;0,05034;-0,76725;;-0,04449;0,06671;-1,03967;;3704;-2;1;-26;;;;;
2,708;-0,01962;0,00981;-0,25506;;-0,03341;0,05038;-0,76828;;-0,04462;0,06692;-1,04274;;3708;-2;1;-26;;;;;
2,713;-0,01962;0,00981;-0,25506;;-0,03351;0,05043;-0,76955;;-0,04479;0,06717;-1,04659;;3713;-2;1;-26;;;;;
2,713;-0,01962;0,00981;-0,25506;;-0,03351;0,05043;-0,76955;;-0,04479;0,06717;-1,04659;;3713;-2;1;-26;;;;;
2,725;-0,00981;0,01962;-0,27468;;-0,03369;0,05061;-0,77273;;-0,04519;0,06777;-1,05584;;3725;-1;2;-28;;;;;
2,725;-0,00981;0,01962;-0,27468;;-0,03369;0,05061;-0,77273;;-0,04519;0,06777;-1,05584;;3725;-1;2;-28;;;;;
2,737;-0,01962;0,03924;-0,31392;;-0,03386;0,05096;-0,77626;;-0,04560;0,06838;-1,06514;;3737;-2;4;-32;;;;;
2,737;-0,01962;0,03924;-0,31392;;-0,03386;0,05096;-0,77626;;-0,04560;0,06838;-1,06514;;3737;-2;4;-32;;;;;
2,745;-0,00981;0,00981;-0,26487;;-0,03398;0,05116;-0,77858;;-0,04587;0,06879;-1,07135;;3745;-1;1;-27;;;;;
2,746;-0,00981;0,00981;-0,26487;;-0,03399;0,05117;-0,77884;;-0,04590;0,06884;-1,07213;;3746;-1;1;-27;;;;;
2,757;-0,00981;0,01962;-0,27468;;-0,03410;0,05133;-0,78181;;-0,04628;0,06941;-1,08072;;3757;-1;2;-28;;;;;
2,758;-0,00981;0,01962;-0,27468;;-0,03411;0,05135;-0,78208;;-0,04631;0,06946;-1,08150;;3758;-1;2;-28;;;;;
2,762;-0,00981;0,01962;-0,27468;;-0,03415;0,05143;-0,78318;;-0,04645;0,06966;-1,08463;;3762;-1;2;-28;;;;;
2,766;-0,00981;0,01962;-0,27468;;-0,03419;0,05151;-0,78428;;-0,04658;0,06987;-1,08776;;3766;-1;2;-28;;;;;
2,774;0,00000;0,01962;-0,29430;;-0,03423;0,05166;-0,78656;;-0,04686;0,07028;-1,09405;;3774;0;2;-30;;;;;
2,778;0,00000;0,01962;-0,29430;;-0,03423;0,05174;-0,78773;;-0,04699;0,07049;-1,09720;;3778;0;2;-30;;;;;
2,786;0,00000;0,00000;-0,28449;;-0,03423;0,05182;-0,79005;;-0,04727;0,07090;-1,10351;;3786;0;0;-29;;;;;
2,786;0,00000;0,00000;-0,28449;;-0,03423;0,05182;-0,79005;;-0,04727;0,07090;-1,10351;;3786;0;0;-29;;;;;
2,795;-0,01962;0,02943;-0,29430;;-0,03432;0,05195;-0,79265;;-0,04758;0,07137;-1,11063;;3795;-2;3;-30;;;;;
2,798;-0,01962;0,02943;-0,29430;;-0,03437;0,05204;-0,79354;;-0,04768;0,07153;-1,11301;;3798;-2;3;-30;;;;;
2,807;-0,01962;0,02943;-0,26487;;-0,03455;0,05231;-0,79605;;-0,04799;0,07200;-1,12016;;3807;-2;3;-27;;;;;
2,807;-0,01962;0,02943;-0,26487;;-0,03455;0,05231;-0,79605;;-0,04799;0,07200;-1,12016;;3807;-2;3;-27;;;;;
2,815;-0,01962;0,02943;-0,26487;;-0,03471;0,05254;-0,79817;;-0,04827;0,07242;-1,12654;;3815;-2;3;-27;;;;;
2,815;-0,01962;0,02943;-0,26487;;-0,03471;0,05254;-0,79817;;-0,04827;0,07242;-1,12654;;3815;-2;3;-27;;;;;
2,827;-0,01962;0,01962;-0,28449;;-0,03494;0,05284;-0,80147;;-0,04868;0,07305;-1,13614;;3827;-2;2;-29;;;;;
2,827;-0,01962;0,01962;-0,28449;;-0,03494;0,05284;-0,80147;;-0,04868;0,07305;-1,13614;;3827;-2;2;-29;;;;;
2,836;-0,02943;0,00981;-0,33354;;-0,03516;0,05297;-0,80425;;-0,04900;0,07352;-1,14336;;3836;-3;1;-34;;;;;
2,836;-0,02943;0,00981;-0,33354;;-0,03516;0,05297;-0,80425;;-0,04900;0,07352;-1,14336;;3836;-3;1;-34;;;;;
2,848;0,00000;0,01962;-0,28449;;-0,03534;0,05315;-0,80796;;-0,04942;0,07416;-1,15304;;3848;0;2;-29;;;;;
2,848;0,00000;0,01962;-0,28449;;-0,03534;0,05315;-0,80796;;-0,04942;0,07416;-1,15304;;3848;0;2;-29;;;;;
2,856;-0,00981;0,00000;-0,28449;;-0,03538;0,05322;-0,81023;;-0,04971;0,07459;-1,15951;;3856;-1;0;-29;;;;;
2,856;-0,00981;0,00000;-0,28449;;-0,03538;0,05322;-0,81023;;-0,04971;0,07459;-1,15951;;3856;-1;0;-29;;;;;
2,864;-0,00981;0,00000;-0,28449;;-0,03546;0,05322;-0,81251;;-0,04999;0,07501;-1,16600;;3864;-1;0;-29;;;;;
2,864;-0,00981;0,00000;-0,28449;;-0,03546;0,05322;-0,81251;;-0,04999;0,07501;-1,16600;;3864;-1;0;-29;;;;;
2,876;-0,01962;0,02943;-0,29430;;-0,03563;0,05340;-0,81598;;-0,05042;0,07565;-1,17577;;3876;-2;3;-30;;;;;
2,877;-0,01962;0,02943;-0,29430;;-0,03565;0,05343;-0,81628;;-0,05045;0,07571;-1,17659;;3877;-2;3;-30;;;;;
2,885;-0,02943;0,00000;-0,30411;;-0,03585;0,05355;-0,81867;;-0,05074;0,07613;-1,18313;;3885;-3;0;-31;;;;;
2,888;-0,02943;0,00000;-0,30411;;-0,03594;0,05355;-0,81958;;-0,05084;0,07629;-1,18558;;3888;-3;0;-31;;;;;
2,897;-0,01962;0,00000;-0,27468;;-0,03616;0,05355;-0,82219;;-0,05117;0,07678;-1,19297;;3897;-2;0;-28;;;;;
2,897;-0,01962;0,00000;-0,27468;;-0,03616;0,05355;-0,82219;;-0,05117;0,07678;-1,19297;;3897;-2;0;-28;;;;;
2,905;-0,01962;0,01962;-0,31392;;-0,03632;0,05363;-0,82454;;-0,05146;0,07720;-1,19956;;3905;-2;2;-32;;;;;
2,905;-0,01962;0,01962;-0,31392;;-0,03632;0,05363;-0,82454;;-0,05146;0,07720;-1,19956;;3905;-2;2;-32;;;;;
2,913;-0,01962;0,01962;-0,31392;;-0,03647;0,05378;-0,82705;;-0,05175;0,07763;-1,20616;;3913;-2;2;-32;;;;;
2,913;-0,01962;0,01962;-0,31392;;-0,03647;0,05378;-0,82705;;-0,05175;0,07763;-1,20616;;3913;-2;2;-32;;;;;
2,926;0,00000;0,00981;-0,28449;;-0,03660;0,05397;-0,83094;;-0,05223;0,07833;-1,21694;;3926;0;1;-29;;;;;
2,926;0,00000;0,00981;-0,28449;;-0,03660;0,05397;-0,83094;;-0,05223;0,07833;-1,21694;;3926;0;1;-29;;;;;
2,938;-0,00981;0,02943;-0,31392;;-0,03666;0,05421;-0,83453;;-0,05266;0,07898;-1,22693;;3938;-1;3;-32;;;;;
2,938;-0,00981;0,02943;-0,31392;;-0,03666;0,05421;-0,83453;;-0,05266;0,07898;-1,22693;;3938;-1;3;-32;;;;;
2,946;-0,01962;0,01962;-0,27468;;-0,03678;0,05441;-0,83689;;-0,05296;0,07942;-1,23362;;3946;-2;2;-28;;;;;
2,946;-0,01962;0,01962;-0,27468;;-0,03678;0,05441;-0,83689;;-0,05296;0,07942;-1,23362;;3946;-2;2;-28;;;;;
2,954;0,00981;0,03924;-0,26487;;-0,03682;0,05464;-0,83904;;-0,05325;0,07985;-1,24032;;3954;1;4;-27;;;;;
2,958;0,00981;0,03924;-0,26487;;-0,03678;0,05480;-0,84010;;-0,05340;0,08007;-1,24368;;3958;1;4;-27;;;;;
2,962;0,00981;0,03924;-0,26487;;-0,03674;0,05496;-0,84116;;-0,05355;0,08029;-1,24704;;3962;1;4;-27;;;;;
2,963;0,00981;0,03924;-0,26487;;-0,03673;0,05499;-0,84143;;-0,05358;0,08035;-1,24789;;3963;1;4;-27;;;;;
2,975;-0,01962;0,02943;-0,28449;;-0,03679;0,05541;-0,84472;;-0,05403;0,08101;-1,25800;;3975;-2;3;-29;;;;;
2,979;-0,01962;0,02943;-0,28449;;-0,03687;0,05552;-0,84586;;-0,05417;0,08123;-1,26138;;3979;-2;3;-29;;;;;
2,987;-0,01962;0,02943;-0,28449;;-0,03702;0,05576;-0,84814;;-0,05447;0,08168;-1,26816;;3987;-2;3;-29;;;;;
2,987;-0,01962;0,02943;-0,28449;;-0,03702;0,05576;-0,84814;;-0,05447;0,08168;-1,26816;;3987;-2;3;-29;;;;;
2,995;-0,01962;0,02943;-0,28449;;-0,03718;0,05600;-0,85041;;-0,05476;0,08212;-1,27495;;3995;-2;3;-29;;;;;
2,995;-0,01962;0,02943;-0,28449;;-0,03718;0,05600;-0,85041;;-0,05476;0,08212;-1,27495;;3995;-2;3;-29;;;;;
3,008;-0,01962;0,00000;-0,25506;;-0,03743;0,05619;-0,85392;;-0,05525;0,08285;-1,28603;;4008;-2;0;-26;;;;;
3,008;-0,01962;0,00000;-0,25506;;-0,03743;0,05619;-0,85392;;-0,05525;0,08285;-1,28603;;4008;-2;0;-26;;;;;
3,012;-0,01962;0,00000;-0,25506;;-0,03751;0,05619;-0,85494;;-0,05540;0,08308;-1,28945;;4012;-2;0;-26;;;;;
3,016;-0,01962;0,00000;-0,25506;;-0,03759;0,05619;-0,85596;;-0,05555;0,08330;-1,29287;;4016;-2;0;-26;;;;;
3,028;-0,00981;0,00981;-0,28449;;-0,03777;0,05625;-0,85920;;-0,05600;0,08398;-1,30316;;4028;-1;1;-29;;;;;
3,028;-0,00981;0,00981;-0,28449;;-0,03777;0,05625;-0,85920;;-0,05600;0,08398;-1,30316;;4028;-1;1;-29;;;;;
3,036;-0,00981;0,00981;-0,28449;;-0,03785;0,05632;-0,86147;;-0,05630;0,08443;-1,31005;;4036;-1;1;-29;;;;;
3,036;-0,00981;0,00981;-0,28449;;-0,03785;0,05632;-0,86147;;-0,05630;0,08443;-1,31005;;4036;-1;1;-29;;;;;
3,044;0,00981;0,00000;-0,29430;;-0,03785;0,05636;-0,86379;;-0,05661;0,08488;-1,31695;;4044;1;0;-30;;;;;
3,048;0,00981;0,00000;-0,29430;;-0,03781;0,05636;-0,86497;;-0,05676;0,08510;-1,32040;;4048;1;0;-30;;;;;
3,057;-0,00981;0,03924;-0,27468;;-0,03781;0,05654;-0,86753;;-0,05710;0,08561;-1,32820;;4057;-1;4;-28;;;;;
3,057;-0,00981;0,03924;-0,27468;;-0,03781;0,05654;-0,86753;;-0,05710;0,08561;-1,32820;;4057;-1;4;-28;;;;;
3,065;-0,00981;0,03924;-0,27468;;-0,03789;0,05685;-0,86973;;-0,05740;0,08607;-1,33515;;4065;-1;4;-28;;;;;
3,065;-0,00981;0,03924;-0,27468;;-0,03789;0,05685;-0,86973;;-0,05740;0,08607;-1,33515;;4065;-1;4;-28;;;;;
3,077;-0,01962;0,03924;-0,31392;;-0,03806;0,05732;-0,87326;;-0,05786;0,08675;-1,34561;;4077;-2;4;-32;;;;;
3,077;-0,01962;0,03924;-0,31392;;-0,03806;0,05732;-0,87326;;-0,05786;0,08675;-1,34561;;4077;-2;4;-32;;;;;
3,085;-0,00981;0,01962;-0,28449;;-0,03818;0,05756;-0,87565;;-0,05816;0,08721;-1,35260;;4085;-1;2;-29;;;;;
3,086;-0,00981;0,01962;-0,28449;;-0,03819;0,05758;-0,87593;;-0,05820;0,08727;-1,35348;;4086;-1;2;-29;;;;;
3,098;0,00000;0,00981;-0,31392;;-0,03825;0,05776;-0,87953;;-0,05866;0,08796;-1,36401;;4098;0;1;-32;;;;;
3,098;0,00000;0,00981;-0,31392;;-0,03825;0,05776;-0,87953;;-0,05866;0,08796;-1,36401;;4098;0;1;-32;;;;;
3,106;-0,02943;0,02943;-0,30411;;-0,03837;0,05791;-0,88200;;-0,05897;0,08842;-1,37106;;4106;-3;3;-31;;;;;
3,106;-0,02943;0,02943;-0,30411;;-0,03837;0,05791;-0,88200;;-0,05897;0,08842;-1,37106;;4106;-3;3;-31;;;;;
3,114;-0,02943;0,02943;-0,30411;;-0,03860;0,05815;-0,88443;;-0,05927;0,08889;-1,37812;;4114;-3;3;-31;;;;;
3,114;-0,02943;0,02943;-0,30411;;-0,03860;0,05815;-0,88443;;-0,05927;0,08889;-1,37812;;4114;-3;3;-31;;;;;
3,126;0,00000;0,02943;-0,29430;;-0,03878;0,05850;-0,88802;;-0,05974;0,08959;-1,38876;;4126;0;3;-30;;;;;
3,127;0,00000;0,02943;-0,29430;;-0,03878;0,05853;-0,88832;;-0,05978;0,08965;-1,38965;;4127;0;3;-30;;;;;
3,135;0,00000;0,00981;-0,27468;;-0,03878;0,05869;-0,89059;;-0,06009;0,09011;-1,39676;;4135;0;1;-28;;;;;
3,139;0,00000;0,00981;-0,27468;;-0,03878;0,05873;-0,89169;;-0,06024;0,09035;-1,40033;;4139;0;1;-28;;;;;
3,147;-0,00981;0,03924;-0,28449;;-0,03882;0,05892;-0,89393;;-0,06055;0,09082;-1,40747;;4147;-1;4;-29;;;;;
3,147;-0,00981;0,03924;-0,28449;;-0,03882;0,05892;-0,89393;;-0,06055;0,09082;-1,40747;;4147;-1;4;-29;;;;;
3,155;-0,02943;0,01962;-0,27468;;-0,03898;0,05916;-0,89616;;-0,06086;0,09129;-1,41463;;4155;-3;2;-28;;;;;
3,155;-0,02943;0,01962;-0,27468;;-0,03898;0,05916;-0,89616;;-0,06086;0,09129;-1,41463;;4155;-3;2;-28;;;;;
3,163;0,00000;0,00981;-0,27468;;-0,03909;0,05928;-0,89836;;-0,06118;0,09177;-1,42181;;4163;0;1;-28;;;;;
3,163;0,00000;0,00981;-0,27468;;-0,03909;0,05928;-0,89836;;-0,06118;0,09177;-1,42181;;4163;0;1;-28;;;;;
3,175;-0,01962;0,00000;-0,29430;;-0,03921;0,05934;-0,90177;;-0,06165;0,09248;-1,43261;;4175;-2;0;-30;;;;;
3,176;-0,01962;0,00000;-0,29430;;-0,03923;0,05934;-0,90207;;-0,06168;0,09254;-1,43351;;4176;-2;0;-30;;;;;
3,184;0,00000;0,01962;-0,30411;;-0,03931;0,05941;-0,90446;;-0,06200;0,09301;-1,44074;;4184;0;2;-31;;;;;
3,187;0,00000;0,01962;-0,30411;;-0,03931;0,05947;-0,90537;;-0,06212;0,09319;-1,44345;;4187;0;2;-31;;;;;
3,196;-0,03924;0,01962;-0,30411;;-0,03949;0,05965;-0,90811;;-0,06247;0,09373;-1,45161;;4196;-4;2;-31;;;;;
3,196;-0,03924;0,01962;-0,30411;;-0,03949;0,05965;-0,90811;;-0,06247;0,09373;-1,45161;;4196;-4;2;-31;;;;;
3,204;-0,01962;0,02943;-0,29430;;-0,03972;0,05985;-0,91051;;-0,06279;0,09420;-1,45889;;4204;-2;3;-30;;;;;
3,204;-0,01962;0,02943;-0,29430;;-0,03972;0,05985;-0,91051;;-0,06279;0,09420;-1,45889;;4204;-2;3;-30;;;;;
3,212;-0,00981;0,00981;-0,27468;;-0,03984;0,06000;-0,91278;;-0,06311;0,09468;-1,46618;;4212;-1;1;-28;;;;;
