Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z
0,000;0,00000;0,00000;0,00000;;0,00000;0,00000;0,00000;;0,00000;0,00000;0,00000;;1000;0;0;0
0,005;-0,02031;-0,00069;-0,31461;;-0,00005;0,00000;-0,00079;;0,00000;0,00000;0,00000;;1005;-2,07;-0,07;-32,07
0,005;-0,02031;-0,00069;-0,31461;;-0,00005;0,00000;-0,00079;;0,00000;0,00000;0,00000;;1005;-2,07;-0,07;-32,07
0,013;-0,02031;-0,03012;-0,35385;;-0,00021;-0,00012;-0,00346;;0,00000;0,00000;-0,00002;;1013;-2,07;-3,07;-36,07
0,014;-0,02031;-0,03012;-0,35385;;-0,00023;-0,00016;-0,00381;;0,00000;0,00000;-0,00002;;1014;-2,07;-3,07;-36,07
0,021;-0,02031;-0,02031;-0,28518;;-0,00038;-0,00033;-0,00605;;0,00000;0,00000;-0,00006;;1021;-2,07;-2,07;-29,07
0,025;-0,02031;-0,02031;-0,28518;;-0,00046;-0,00041;-0,00719;;-0,00001;0,00000;-0,00008;;1025;-2,07;-2,07;-29,07
0,034;-0,02031;-0,02031;-0,35385;;-0,00064;-0,00060;-0,01007;;-0,00001;-0,00001;-0,00016;;1034;-2,07;-2,07;-36,07
0,034;-0,02031;-0,02031;-0,35385;;-0,00064;-0,00060;-0,01007;;-0,00001;-0,00001;-0,00016;;1034;-2,07;-2,07;-36,07
0,042;-0,02031;-0,02031;-0,35385;;-0,00080;-0,00076;-0,01290;;-0,00002;-0,00001;-0,00025;;1042;-2,07;-2,07;-36,07
0,042;-0,02031;-0,02031;-0,35385;;-0,00080;-0,00076;-0,01290;;-0,00002;-0,00001;-0,00025;;1042;-2,07;-2,07;-36,07
0,054;-0,02031;-0,02031;-0,31461;;-0,00105;-0,00100;-0,01691;;-0,00003;-0,00002;-0,00043;;1054;-2,07;-2,07;-32,07
0,054;-0,02031;-0,02031;-0,31461;;-0,00105;-0,00100;-0,01691;;-0,00003;-0,00002;-0,00043;;1054;-2,07;-2,07;-32,07
0,062;-0,02031;-0,02031;-0,33423;;-0,00121;-0,00116;-0,01950;;-0,00004;-0,00003;-0,00058;;1062;-2,07;-2,07;-34,07
0,062;-0,02031;-0,02031;-0,33423;;-0,00121;-0,00116;-0,01950;;-0,00004;-0,00003;-0,00058;;1062;-2,07;-2,07;-34,07
0,075;-0,01050;-0,03012;-0,32442;;-0,00141;-0,00149;-0,02379;;-0,00005;-0,00005;-0,00086;;1075;-1,07;-3,07;-33,07
0,075;-0,01050;-0,03012;-0,32442;;-0,00141;-0,00149;-0,02379;;-0,00005;-0,00005;-0,00086;;1075;-1,07;-3,07;-33,07
0,083;-0,01050;-0,01050;-0,32442;;-0,00149;-0,00165;-0,02638;;-0,00006;-0,00006;-0,00106;;1083;-1,07;-1,07;-33,07
0,083;-0,01050;-0,01050;-0,32442;;-0,00149;-0,00165;-0,02638;;-0,00006;-0,00006;-0,00106;;1083;-1,07;-1,07;-33,07
0,091;-0,01050;-0,01050;-0,32442;;-0,00158;-0,00174;-0,02898;;-0,00008;-0,00008;-0,00128;;1091;-1,07;-1,07;-33,07
