Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z
0,000;0,00000;0,00000;0,00000;;0,00000;0,00000;0,00000;;0,00000;0,00000;0,00000;;1000;0;0;0
0,002;0,00000;0,01962;-0,29430;;0,00000;0,00002;-0,00029;;0,00000;0,00000;0,00000;;1002;0;2;-30
0,010;-0,00981;0,01962;-0,29430;;-0,00004;0,00018;-0,00265;;0,00000;0,00000;-0,00001;;1010;-1;2;-30
0,010;-0,00981;0,01962;-0,29430;;-0,00004;0,00018;-0,00265;;0,00000;0,00000;-0,00001;;1010;-1;2;-30
0,018;0,00000;0,00000;-0,31392;;-0,00008;0,00026;-0,00508;;0,00000;0,00000;-0,00004;;1018;0;0;-32
0,018;0,00000;0,00000;-0,31392;;-0,00008;0,00026;-0,00508;;0,00000;0,00000;-0,00004;;1018;0;0;-32
0,030;-0,00981;0,00981;-0,29430;;-0,00014;0,00031;-0,00873;;0,00000;0,00001;-0,00013;;1030;-1;1;-30
0,031;-0,00981;0,00981;-0,29430;;-0,00015;0,00032;-0,00903;;0,00000;0,00001;-0,00013;;1031;-1;1;-30
0,039;-0,01962;0,02943;-0,28449;;-0,00026;0,00048;-0,01134;;0,00000;0,00001;-0,00022;;1039;-2;3;-29
0,039;-0,01962;0,02943;-0,28449;;-0,00026;0,00048;-0,01134;;0,00000;0,00001;-0,00022;;1039;-2;3;-29
0,051;-0,00981;0,02943;-0,25506;;-0,00044;0,00083;-0,01458;;-0,00001;0,00002;-0,00037;;1051;-1;3;-26
0,051;-0,00981;0,02943;-0,25506;;-0,00044;0,00083;-0,01458;;-0,00001;0,00002;-0,00037;;1051;-1;3;-26
0,059;-0,03924;0,01962;-0,27468;;-0,00064;0,00103;-0,01670;;-0,00001;0,00002;-0,00050;;1059;-4;2;-28
0,059;-0,03924;0,01962;-0,27468;;-0,00064;0,00103;-0,01670;;-0,00001;0,00002;-0,00050;;1059;-4;2;-28
0,067;-0,01962;0,00981;-0,29430;;-0,00087;0,00115;-0,01897;;-0,00002;0,00003;-0,00064;;1067;-2;1;-30
0,071;-0,01962;0,00981;-0,29430;;-0,00095;0,00119;-0,02015;;-0,00002;0,00004;-0,00072;;1071;-2;1;-30
0,080;-0,01962;0,01962;-0,28449;;-0,00113;0,00132;-0,02275;;-0,00003;0,00005;-0,00091;;1080;-2;2;-29
0,080;-0,01962;0,01962;-0,28449;;-0,00113;0,00132;-0,02275;;-0,00003;0,00005;-0,00091;;1080;-2;2;-29
0,088;-0,00981;0,00981;-0,26487;;-0,00125;0,00144;-0,02495;;-0,00004;0,00006;-0,00110;;1088;-1;1;-27
0,092;-0,00981;0,00981;-0,26487;;-0,00129;0,00148;-0,02601;;-0,00005;0,00007;-0,00120;;1092;-1;1;-27
0,100;0,00000;0,00000;-0,28449;;-0,00132;0,00152;-0,02821;;-0,00006;0,00008;-0,00142;;1100;0;0;-29
0,100;0,00000;0,00000;-0,28449;;-0,00132;0,00152;-0,02821;;-0,00006;0,00008;-0,00142;;1100;0;0;-29
0,108;0,00000;0,01962;-0,26487;;-0,00132;0,00159;-0,03041;;-0,00007;0,00009;-0,00165;;1108;0;2;-27
0,109;0,00000;0,01962;-0,26487;;-0,00132;0,00161;-0,03067;;-0,00007;0,00009;-0,00169;;1109;0;2;-27
0,121;0,00000;0,01962;-0,30411;;-0,00132;0,00185;-0,03408;;-0,00008;0,00011;-0,00207;;1121;0;2;-31
0,121;0,00000;0,01962;-0,30411;;-0,00132;0,00185;-0,03408;;-0,00008;0,00011;-0,00207;;1121;0;2;-31
0,129;-0,00981;0,00981;-0,30411;;-0,00136;0,00197;-0,03652;;-0,00009;0,00013;-0,00236;;1129;-1;1;-31
0,129;-0,00981;0,00981;-0,30411;;-0,00136;0,00197;-0,03652;;-0,00009;0,00013;-0,00236;;1129;-1;1;-31
0,137;-0,01962;0,00000;-0,29430;;-0,00148;0,00201;-0,03891;;-0,00011;0,00014;-0,00266;;1137;-2;0;-30
0,141;-0,01962;0,00000;-0,29430;;-0,00156;0,00201;-0,04009;;-0,00011;0,00015;-0,00282;;1141;-2;0;-30
0,149;0,00000;0,00981;-0,28449;;-0,00164;0,00205;-0,04240;;-0,00013;0,00017;-0,00315;;1149;0;1;-29
0,149;0,00000;0,00981;-0,28449;;-0,00164;0,00205;-0,04240;;-0,00013;0,00017;-0,00315;;1149;0;1;-29
0,158;0,00000;0,00981;-0,27468;;-0,00164;0,00213;-0,04492;;-0,00014;0,00019;-0,00354;;1158;0;1;-28
0,161;0,00000;0,00981;-0,27468;;-0,00164;0,00216;-0,04574;;-0,00014;0,00019;-0,00368;;1161;0;1;-28
0,170;0,00000;0,00981;-0,29430;;-0,00164;0,00225;-0,04830;;-0,00016;0,00021;-0,00410;;1170;0;1;-30
0,170;0,00000;0,00981;-0,29430;;-0,00164;0,00225;-0,04830;;-0,00016;0,00021;-0,00410;;1170;0;1;-30
0,178;-0,00981;0,00981;-0,26487;;-0,00168;0,00233;-0,05054;;-0,00017;0,00023;-0,00449;;1178;-1;1;-27
0,178;-0,00981;0,00981;-0,26487;;-0,00168;0,00233;-0,05054;;-0,00017;0,00023;-0,00449;;1178;-1;1;-27
0,190;0,00000;0,01962;-0,25506;;-0,00174;0,00251;-0,05366;;-0,00019;0,00026;-0,00512;;1190;0;2;-26
0,190;0,00000;0,01962;-0,25506;;-0,00174;0,00251;-0,05366;;-0,00019;0,00026;-0,00512;;1190;0;2;-26
0,199;-0,02943;0,01962;-0,29430;;-0,00187;0,00268;-0,05613;;-0,00021;0,00028;-0,00561;;1199;-3;2;-30
0,199;-0,02943;0,01962;-0,29430;;-0,00187;0,00268;-0,05613;;-0,00021;0,00028;-0,00561;;1199;-3;2;-30
0,211;-0,00981;0,01962;-0,32373;;-0,00210;0,00292;-0,05984;;-0,00023;0,00032;-0,00631;;1211;-1;2;-33
0,211;-0,00981;0,01962;-0,32373;;-0,00210;0,00292;-0,05984;;-0,00023;0,00032;-0,00631;;1211;-1;2;-33
0,219;-0,02943;0,00981;-0,30411;;-0,00226;0,00304;-0,06235;;-0,00025;0,00034;-0,00680;;1219;-3;1;-31
0,219;-0,02943;0,00981;-0,30411;;-0,00226;0,00304;-0,06235;;-0,00025;0,00034;-0,00680;;1219;-3;1;-31
0,227;-0,01962;0,01962;-0,29430;;-0,00246;0,00315;-0,06475;;-0,00027;0,00037;-0,00731;;1227;-2;2;-30
0,231;-0,01962;0,01962;-0,29430;;-0,00254;0,00323;-0,06592;;-0,00028;0,00038;-0,00757;;1231;-2;2;-30
0,239;0,00000;0,00000;-0,28449;;-0,00261;0,00331;-0,06824;;-0,00030;0,00041;-0,00810;;1239;0;0;-29
0,240;0,00000;0,00000;-0,28449;;-0,00261;0,00331;-0,06852;;-0,00030;0,00041;-0,00817;;1240;0;0;-29
0,248;-0,02943;0,00981;-0,27468;;-0,00273;0,00335;-0,07076;;-0,00032;0,00044;-0,00873;;1248;-3;1;-28
0,252;-0,02943;0,00981;-0,27468;;-0,00285;0,00339;-0,07186;;-0,00034;0,00045;-0,00901;;1252;-3;1;-28
0,260;0,00000;0,01962;-0,28449;;-0,00297;0,00351;-0,07409;;-0,00036;0,00048;-0,00960;;1260;0;2;-29
0,260;0,00000;0,01962;-0,28449;;-0,00297;0,00351;-0,07409;;-0,00036;0,00048;-0,00960;;1260;0;2;-29
