Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z
0,000;0,00000;0,00000;0,00000;;0,00000;0,00000;0,00000;;0,00000;0,00000;0,00000;;1000;0;0;0
0,006;-0,00270;0,09540;-0,26757;;-0,00001;0,00029;-0,00080;;0,00000;0,00000;0,00000;;1006;-0,274925373;9,725068304;-27,27490338
0,010;-0,00270;0,09540;-0,26757;;-0,00002;0,00067;-0,00187;;0,00000;0,00000;-0,00001;;1010;-0,274925449;9,725073187;-27,27491962
0,018;0,03166;-0,00902;-0,21708;;0,00010;0,00101;-0,00381;;0,00000;0,00001;-0,00003;;1018;3,226906033;-0,919035476;-22,12887731
0,018;0,02061;0,02622;-0,23211;;0,00010;0,00101;-0,00381;;0,00000;0,00001;-0,00003;;1018;2,100446468;2,673095986;-23,66056235
0,026;-0,01649;0,05160;-0,25322;;0,00011;0,00132;-0,00575;;0,00000;0,00002;-0,00007;;1026;-1,681090982;5,260206108;-25,81255614
0,030;-0,00615;0,04754;-0,24946;;0,00007;0,00152;-0,00676;;0,00000;0,00002;-0,00009;;1030;-0,626466535;4,846307436;-25,42891401
0,039;-0,00356;0,09882;-0,28200;;0,00002;0,00218;-0,00915;;0,00000;0,00004;-0,00017;;1039;-0,362810733;10,07289583;-28,74618796
0,039;-0,00291;0,08100;-0,27170;;0,00002;0,00218;-0,00915;;0,00000;0,00004;-0,00017;;1039;-0,296896787;8,25696857;-27,6963269
0,047;0,03158;0,00737;-0,20151;;0,00014;0,00254;-0,01104;;0,00000;0,00006;-0,00025;;1047;3,219581699;0,751765717;-20,54131059
0,047;0,02059;0,02993;-0,22065;;0,00014;0,00254;-0,01104;;0,00000;0,00006;-0,00025;;1047;2,098701321;3,051477588;-22,49195897
0,059;0,00067;0,03505;-0,25975;;0,00027;0,00292;-0,01393;;0,00000;0,00009;-0,00040;;1059;0,068481226;3,572472539;-26,4778236
0,059;0,00550;0,03620;-0,25133;;0,00027;0,00292;-0,01393;;0,00000;0,00009;-0,00040;;1059;0,560926203;3,690502864;-25,61946155
0,067;0,00671;0,08866;-0,28254;;0,00032;0,00342;-0,01606;;0,00001;0,00012;-0,00052;;1067;0,684037447;9,037598616;-28,80076475
0,067;0,00701;0,07111;-0,27185;;0,00032;0,00342;-0,01606;;0,00001;0,00012;-0,00052;;1067;0,714815258;7,24897206;-27,71195888
0,080;-0,01008;0,08453;-0,25198;;0,00030;0,00444;-0,01947;;0,00001;0,00017;-0,00075;;1080;-1,02749029;8,617214502;-25,68652296
0,080;-0,00454;0,07777;-0,25610;;0,00030;0,00444;-0,01947;;0,00001;0,00017;-0,00075;;1080;-0,463066676;7,927186987;-26,10639425
0,088;-0,00316;0,05883;-0,24047;;0,00026;0,00498;-0,02145;;0,00001;0,00021;-0,00091;;1088;-0,321960773;5,997410611;-24,51307614
0,088;-0,00281;0,06436;-0,24581;;0,00026;0,00498;-0,02145;;0,00001;0,00021;-0,00091;;1088;-0,286684297;6,560223778;-25,05671532
0,096;0,01444;0,06561;-0,24733;;0,00031;0,00550;-0,02342;;0,00002;0,00025;-0,00109;;1096;1,472134822;6,687727933;-25,21242536
0,100;0,00895;0,06589;-0,24777;;0,00036;0,00577;-0,02441;;0,00002;0,00027;-0,00119;;1100;0,911839601;6,716613734;-25,25702409
0,108;0,00757;0,11815;-0,28152;;0,00042;0,00650;-0,02653;;0,00002;0,00032;-0,00139;;1108;0,771765796;12,04351398;-28,69695482
0,108;0,00723;0,10056;-0,27156;;0,00042;0,00650;-0,02653;;0,00002;0,00032;-0,00139;;1108;0,736747345;10,25031217;-27,68222547
0,117;0,00714;0,07917;-0,26871;;0,00049;0,00731;-0,02896;;0,00002;0,00038;-0,00164;;1117;0,727992732;8,070613951;-27,39158501
0,120;0,00712;0,08414;-0,26789;;0,00051;0,00756;-0,02977;;0,00003;0,00040;-0,00173;;1120;0,725804079;8,576807843;-27,30833929
0,129;-0,01005;0,05047;-0,25085;;0,00050;0,00816;-0,03210;;0,00003;0,00048;-0,00201;;1129;-1,024743084;5,144580867;-25,57091757
0,129;-0,00454;0,06246;-0,25578;;0,00050;0,00816;-0,03210;;0,00003;0,00048;-0,00201;;1129;-0,462379875;6,367016969;-26,07328236
0,137;-0,00316;0,06518;-0,25719;;0,00047;0,00867;-0,03415;;0,00003;0,00054;-0,00227;;1137;-0,321789073;6,643957331;-26,21717052
0,137;-0,00281;0,06579;-0,25759;;0,00047;0,00867;-0,03415;;0,00003;0,00054;-0,00227;;1137;-0,286641372;6,706697595;-26,2583832
0,149;0,03161;0,08333;-0,25771;;0,00064;0,00957;-0,03725;;0,00004;0,00065;-0,00270;;1149;3,222145553;8,494363348;-26,27018741
0,150;0,02059;0,07749;-0,25774;;0,00067;0,00965;-0,03750;;0,00004;0,00066;-0,00274;;1150;2,099342284;7,899355313;-26,27356839
0,158;-0,01649;0,05877;-0,29137;;0,00068;0,01019;-0,03970;;0,00005;0,00074;-0,00305;;1158;-1,681358533;5,991105403;-29,70169346
0,158;-0,00615;0,06434;-0,28139;;0,00068;0,01019;-0,03970;;0,00005;0,00074;-0,00305;;1158;-0,626533737;6,558795346;-28,68358272
0,170;0,01361;0,03081;-0,21128;;0,00073;0,01076;-0,04266;;0,00006;0,00087;-0,00354;;1170;1,387172462;3,140500173;-21,53766038
0,170;0,00874;0,04283;-0,23045;;0,00073;0,01076;-0,04266;;0,00006;0,00087;-0,00354;;1170;0,890599011;4,366092497;-23,49091347
0,178;0,02469;0,02816;-0,25274;;0,00086;0,01105;-0,04459;;0,00006;0,00095;-0,00389;;1178;2,516455649;2,870295818;-25,7639458
0,178;0,01886;0,03464;-0,24932;;0,00086;0,01105;-0,04459;;0,00006;0,00095;-0,00389;;1178;1,922919808;3,531426185;-25,41499148
0,186;-0,03409;0,07091;-0,24834;;0,00080;0,01147;-0,04658;;0,00007;0,00104;-0,00425;;1186;-3,475464152;7,228108049;-25,31504341
0,190;-0,01790;0,05950;-0,24806;;0,00070;0,01173;-0,04757;;0,00007;0,00109;-0,00444;;1190;-1,825060142;6,065583653;-25,28641612
0,199;-0,01386;0,05692;-0,23117;;0,00055;0,01225;-0,04973;;0,00008;0,00120;-0,00488;;1199;-1,41245914;5,802216163;-23,5646383
0,199;-0,01284;0,05633;-0,23614;;0,00055;0,01225;-0,04973;;0,00008;0,00120;-0,00488;;1199;-1,309308889;5,742550805;-24,07148384
0,207;0,00458;0,03880;-0,27119;;0,00052;0,01263;-0,05176;;0,00008;0,00130;-0,00529;;1207;0,466478674;3,955581667;-27,64381207
0,211;-0,00088;0,04464;-0,26160;;0,00053;0,01280;-0,05282;;0,00008;0,00135;-0,00549;;1211;-0,089574436;4,550747517;-26,66700424
0,219;-0,00224;0,08076;-0,24205;;0,00051;0,01330;-0,05484;;0,00009;0,00145;-0,00592;;1219;-0,228587713;8,232485257;-24,67364698
0,219;-0,00258;0,06932;-0,24626;;0,00051;0,01330;-0,05484;;0,00009;0,00145;-0,00592;;1219;-0,263341032;7,0665753;-25,10270629
0,227;-0,00267;0,10153;-0,26427;;0,00049;0,01399;-0,05688;;0,00009;0,00156;-0,00637;;1227;-0,272029362;10,34934497;-26,93917651
0,227;-0,00269;0,08920;-0,25962;;0,00049;0,01399;-0,05688;;0,00009;0,00156;-0,00637;;1227;-0,274201445;9,093049625;-26,46518135
0,236;-0,00270;0,08641;-0,25829;;0,00047;0,01478;-0,05921;;0,00010;0,00169;-0,00689;;1236;-0,274744465;8,808438523;-26,32941888
0,236;-0,00270;0,08578;-0,25791;;0,00047;0,01478;-0,05921;;0,00010;0,00169;-0,00689;;1236;-0,27488022;8,743960468;-26,29053356
0,248;-0,00270;0,01604;-0,24099;;0,00044;0,01539;-0,06220;;0,00010;0,00187;-0,00762;;1248;-0,274914159;1,635544796;-24,56581762
0,248;-0,00270;0,03949;-0,24595;;0,00044;0,01539;-0,06220;;0,00010;0,00187;-0,00762;;1248;-0,274922644;4,02514798;-25,07182163
0,260;-0,00270;0,11439;-0,29781;;0,00040;0,01631;-0,06547;;0,00011;0,00206;-0,00839;;1260;-0,274924765;11,66031592;-30,35748717
0,260;-0,00270;0,09212;-0,28323;;0,00040;0,01631;-0,06547;;0,00011;0,00206;-0,00839;;1260;-0,274925295;9,390047374;-28,87141624
0,268;-0,00270;0,08707;-0,26224;;0,00038;0,01703;-0,06765;;0,00011;0,00220;-0,00892;;1268;-0,274925428;8,875722746;-26,732195
0,268;-0,00270;0,08593;-0,26604;;0,00038;0,01703;-0,06765;;0,00011;0,00220;-0,00892;;1268;-0,274925461;8,759203569;-27,11947571
0,280;-0,00270;0,05087;-0,25032;;0,00035;0,01785;-0,07075;;0,00011;0,00241;-0,00975;;1280;-0,274925469;5,18590224;-25,51682295
0,281;-0,00270;0,06255;-0,25563;;0,00035;0,01790;-0,07100;;0,00011;0,00242;-0,00982;;1281;-0,274925471;6,376378241;-26,05778849
0,289;-0,00270;0,06520;-0,25715;;0,00033;0,01842;-0,07305;;0,00012;0,00257;-0,01040;;1289;-0,274925472;6,646078108;-26,21273274
0,289;-0,00270;0,06580;-0,25758;;0,00033;0,01842;-0,07305;;0,00012;0,00257;-0,01040;;1289;-0,274925472;6,707178053;-26,25711213
0,297;-0,00270;0,04854;-0,27452;;0,00030;0,01887;-0,07518;;0,00012;0,00272;-0,01099;;1297;-0,274925472;4,947568043;-27,98340169
0,301;-0,00270;0,05444;-0,26956;;0,00029;0,01908;-0,07627;;0,00012;0,00279;-0,01129;;1301;-0,274925472;5,548932048;-27,4778484
0,309;0,01447;0,07317;-0,26814;;0,00034;0,01959;-0,07842;;0,00012;0,00295;-0,01191;;1309;1,475074528;7,45862189;-27,33304699
0,309;0,00895;0,06760;-0,26773;;0,00034;0,01959;-0,07842;;0,00012;0,00295;-0,01191;;1309;0,912574528;6,89125816;-27,29157273
0,318;0,00757;0,04894;-0,25080;;0,00041;0,02011;-0,08075;;0,00013;0,00313;-0,01263;;1318;0,771949528;4,989271009;-25,56611526
0,321;0,00723;0,05453;-0,25577;;0,00044;0,02027;-0,08151;;0,00013;0,00319;-0,01287;;1321;0,736793278;5,558379768;-26,07190688
0,330;-0,01003;0,07319;-0,25719;;0,00042;0,02084;-0,08382;;0,00013;0,00337;-0,01362;;1330;-1,021995785;7,460762252;-26,21677655
0,330;-0,00453;0,06761;-0,25759;;0,00042;0,02084;-0,08382;;0,00013;0,00337;-0,01362;;1330;-0,46169305;6,891743055;-26,25827036
0,338;-0,00316;0,06634;-0,25771;;0,00039;0,02138;-0,08588;;0,00013;0,00354;-0,01430;;1338;-0,321617367;6,762832937;-26,27015509
0,338;-0,00281;0,06606;-0,25774;;0,00039;0,02138;-0,08588;;0,00013;0,00354;-0,01430;;1338;-0,286598446;6,733628617;-26,27355913
0,350;-0,00273;0,04859;-0,27456;;0,00036;0,02207;-0,08908;;0,00014;0,00380;-0,01535;;1350;-0,277843715;4,953560364;-27,98811247
0,350;-0,00270;0,05445;-0,26957;;0,00036;0,02207;-0,08908;;0,00014;0,00380;-0,01535;;1350;-0,275655033;5,550289595;-27,47919767
0,358;0,01447;0,07317;-0,23452;;0,00041;0,02258;-0,09109;;0,00014;0,00398;-0,01607;;1358;1,474892138;7,45892944;-23,90627676
0,359;0,00895;0,06760;-0,24410;;0,00042;0,02265;-0,09133;;0,00014;0,00400;-0,01616;;1359;0,91252893;6,891327835;-24,88291484
0,371;-0,00959;0,08374;-0,23004;;0,00042;0,02356;-0,09418;;0,00015;0,00428;-0,01727;;1371;-0,978061871;8,536190945;-23,44906679
0,371;-0,00442;0,07759;-0,23582;;0,00042;0,02356;-0,09418;;0,00015;0,00428;-0,01727;;1371;-0,450709572;7,908831269;-24,03838166
0,379;-0,00313;0,09359;-0,25428;;0,00039;0,02424;-0,09614;;0,00015;0,00447;-0,01803;;1379;-0,318871497;9,540156312;-25,92075255
0,379;-0,00280;0,08740;-0,24976;;0,00039;0,02424;-0,09614;;0,00015;0,00447;-0,01803;;1379;-0,285911978;8,909729614;-25,45990433
0,387;-0,00272;0,08600;-0,24847;;0,00036;0,02493;-0,09813;;0,00015;0,00467;-0,01881;;1387;-0,277672099;8,766907755;-25,32790742
0,387;-0,00270;0,08569;-0,24810;;0,00036;0,02493;-0,09813;;0,00015;0,00467;-0,01881;;1387;-0,275612129;8,734551759;-25,29010065
0,399;-0,00270;-0,00137;-0,24799;;0,00033;0,02544;-0,10111;;0,00016;0,00497;-0,02000;;1399;-0,275097136;-0,140038803;-25,27927197
0,400;-0,00270;0,02795;-0,24796;;0,00033;0,02545;-0,10135;;0,00016;0,00500;-0,02011;;1400;-0,274968388;2,849441125;-25,2761704
0,408;0,01447;0,05199;-0,26476;;0,00038;0,02577;-0,10340;;0,00016;0,00520;-0,02092;;1408;1,475063799;5,300153673;-26,98886039
0,411;0,00895;0,04763;-0,25976;;0,00041;0,02592;-0,10419;;0,00016;0,00528;-0,02124;;1411;0,912571846;4,855357515;-26,47941189
0,420;-0,00959;0,08144;-0,22471;;0,00041;0,02650;-0,10637;;0,00017;0,00552;-0,02218;;1420;-0,978051143;8,301494019;-22,90633812
0,420;-0,00442;0,06948;-0,23429;;0,00041;0,02650;-0,10637;;0,00017;0,00552;-0,02218;;1420;-0,45070689;7,082209092;-23,88293242
0,428;0,04837;0,08416;-0,30428;;0,00058;0,02712;-0,10853;;0,00017;0,00573;-0,02304;;1428;4,931129174;8,579434698;-31,01696355
0,428;0,03214;0,07768;-0,28508;;0,00058;0,02712;-0,10853;;0,00017;0,00573;-0,02304;;1428;3,276588189;7,918628051;-29,06030456
0,436;0,02809;0,07621;-0,27958;;0,00082;0,02773;-0,11078;;0,00018;0,00595;-0,02392;;1436;2,862952943;7,768923677;-28,49987505
0,436;0,02707;0,07588;-0,27801;;0,00082;0,02773;-0,11078;;0,00018;0,00595;-0,02392;;1436;2,759544132;7,735008462;-28,3393559
0,449;-0,04185;0,04101;-0,22713;;0,00073;0,02849;-0,11407;;0,00019;0,00631;-0,02538;;1449;-4,266308071;4,180420889;-23,15264471
0,449;-0,01984;0,05273;-0,24198;;0,00073;0,02849;-0,11407;;0,00019;0,00631;-0,02538;;1449;-2,022771122;5,375136452;-24,6670583
0,461;-0,01434;0,09018;-0,26305;;0,00052;0,02935;-0,11710;;0,00019;0,00666;-0,02677;;1461;-1,461886884;9,192700934;-26,8143975
0,461;-0,01297;0,07904;-0,25927;;0,00052;0,02935;-0,11710;;0,00019;0,00666;-0,02677;;1461;-1,321665825;8,057562244;-26,42944194
