Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z
0.000;0.00000;0.00000;0.00000;;0.00000;0.00000;0.00000;;0.00000;0.00000;0.00000;;1000;0;0;0
0.009;0.00855;0.06741;-0.26613;;0.00004;0.00030;-0.00120;;0.00000;0.00000;-0.00001;;1009;0.871871872;6.871871872;-27.12812813
0.009;0.00855;0.06741;-0.26613;;0.00004;0.00030;-0.00120;;0.00000;0.00000;-0.00001;;1009;0.871871872;6.871871872;-27.12812813
0.017;0.00855;0.06741;-0.26613;;0.00011;0.00084;-0.00333;;0.00000;0.00001;-0.00002;;1017;0.871871872;6.871871872;-27.12812813
0.017;0.00855;0.06741;-0.26613;;0.00011;0.00084;-0.00333;;0.00000;0.00001;-0.00002;;1017;0.871871872;6.871871872;-27.12812813
0.029;0.00855;0.04779;-0.23670;;0.00021;0.00153;-0.00634;;0.00000;0.00002;-0.00008;;1029;0.871871872;4.871871872;-24.12812813
0.029;0.00855;0.04779;-0.23670;;0.00021;0.00153;-0.00634;;0.00000;0.00002;-0.00008;;1029;0.871871872;4.871871872;-24.12812813
0.037;-0.00126;0.04779;-0.26613;;0.00024;0.00192;-0.00835;;0.00000;0.00003;-0.00014;;1037;-0.128128128;4.871871872;-27.12812813
0.038;-0.00126;0.04779;-0.26613;;0.00024;0.00196;-0.00862;;0.00000;0.00004;-0.00015;;1038;-0.128128128;4.871871872;-27.12812813
0.050;0.00855;0.04779;-0.25632;;0.00028;0.00254;-0.01176;;0.00001;0.00006;-0.00027;;1050;0.871871872;4.871871872;-26.12812813
0.050;0.00855;0.04779;-0.25632;;0.00028;0.00254;-0.01176;;0.00001;0.00006;-0.00027;;1050;0.871871872;4.871871872;-26.12812813
0.058;-0.03069;0.03798;-0.24651;;0.00019;0.00288;-0.01377;;0.00001;0.00008;-0.00037;;1058;-3.128128128;3.871871872;-25.12812813
0.058;-0.03069;0.03798;-0.24651;;0.00019;0.00288;-0.01377;;0.00001;0.00008;-0.00037;;1058;-3.128128128;3.871871872;-25.12812813
0.066;-0.03069;0.03798;-0.24651;;-0.00005;0.00318;-0.01574;;0.00001;0.00011;-0.00049;;1066;-3.128128128;3.871871872;-25.12812813
0.067;-0.03069;0.03798;-0.24651;;-0.00008;0.00322;-0.01599;;0.00001;0.00011;-0.00051;;1067;-3.128128128;3.871871872;-25.12812813
0.078;0.01836;0.05760;-0.24651;;-0.00015;0.00375;-0.01870;;0.00001;0.00015;-0.00070;;1078;1.871871872;5.871871872;-25.12812813
0.078;0.01836;0.05760;-0.24651;;-0.00015;0.00375;-0.01870;;0.00001;0.00015;-0.00070;;1078;1.871871872;5.871871872;-25.12812813
0.086;0.01836;0.05760;-0.24651;;0.00000;0.00421;-0.02067;;0.00001;0.00018;-0.00086;;1086;1.871871872;5.871871872;-25.12812813
0.090;0.01836;0.05760;-0.24651;;0.00007;0.00444;-0.02166;;0.00001;0.00020;-0.00094;;1090;1.871871872;5.871871872;-25.12812813
0.099;-0.00126;0.04779;-0.25632;;0.00015;0.00491;-0.02392;;0.00001;0.00024;-0.00114;;1099;-0.128128128;4.871871872;-26.12812813
0.099;-0.00126;0.04779;-0.25632;;0.00015;0.00491;-0.02392;;0.00001;0.00024;-0.00114;;1099;-0.128128128;4.871871872;-26.12812813
0.107;-0.00126;0.04779;-0.24651;;0.00014;0.00530;-0.02593;;0.00001;0.00028;-0.00134;;1107;-0.128128128;4.871871872;-25.12812813
0.107;-0.00126;0.04779;-0.24651;;0.00014;0.00530;-0.02593;;0.00001;0.00028;-0.00134;;1107;-0.128128128;4.871871872;-25.12812813
0.115;-0.00126;0.04779;-0.24651;;0.00013;0.00568;-0.02790;;0.00001;0.00033;-0.00156;;1115;-0.128128128;4.871871872;-25.12812813
0.115;-0.00126;0.04779;-0.24651;;0.00013;0.00568;-0.02790;;0.00001;0.00033;-0.00156;;1115;-0.128128128;4.871871872;-25.12812813
0.128;0.02817;0.03798;-0.26613;;0.00030;0.00624;-0.03123;;0.00001;0.00040;-0.00194;;1128;2.871871872;3.871871872;-27.12812813
0.128;0.02817;0.03798;-0.26613;;0.00030;0.00624;-0.03123;;0.00001;0.00040;-0.00194;;1128;2.871871872;3.871871872;-27.12812813
0.136;-0.01107;0.03798;-0.24651;;0.00037;0.00654;-0.03328;;0.00002;0.00045;-0.00220;;1136;-1.128128128;3.871871872;-25.12812813
0.140;-0.01107;0.03798;-0.24651;;0.00033;0.00669;-0.03427;;0.00002;0.00048;-0.00234;;1140;-1.128128128;3.871871872;-25.12812813
0.148;0.00855;0.05760;-0.27594;;0.00032;0.00707;-0.03636;;0.00002;0.00054;-0.00262;;1148;0.871871872;5.871871872;-28.12812813
0.148;0.00855;0.05760;-0.27594;;0.00032;0.00707;-0.03636;;0.00002;0.00054;-0.00262;;1148;0.871871872;5.871871872;-28.12812813
0.156;-0.00126;0.03798;-0.27594;;0.00034;0.00746;-0.03857;;0.00002;0.00059;-0.00292;;1156;-0.128128128;3.871871872;-28.12812813
0.160;-0.00126;0.03798;-0.27594;;0.00034;0.00761;-0.03967;;0.00002;0.00062;-0.00308;;1160;-0.128128128;3.871871872;-28.12812813
0.164;-0.00126;0.03798;-0.27594;;0.00033;0.00776;-0.04077;;0.00003;0.00066;-0.00324;;1164;-0.128128128;3.871871872;-28.12812813
0.165;-0.00126;0.03798;-0.27594;;0.00033;0.00780;-0.04105;;0.00003;0.00066;-0.00328;;1165;-0.128128128;3.871871872;-28.12812813
0.177;-0.00126;0.03798;-0.23670;;0.00032;0.00825;-0.04413;;0.00003;0.00076;-0.00379;;1177;-0.128128128;3.871871872;-24.12812813
0.177;-0.00126;0.03798;-0.23670;;0.00032;0.00825;-0.04413;;0.00003;0.00076;-0.00379;;1177;-0.128128128;3.871871872;-24.12812813
0.185;-0.00126;0.04779;-0.25632;;0.00031;0.00860;-0.04610;;0.00003;0.00083;-0.00415;;1185;-0.128128128;4.871871872;-26.12812813
0.189;-0.00126;0.04779;-0.25632;;0.00030;0.00879;-0.04712;;0.00003;0.00086;-0.00434;;1189;-0.128128128;4.871871872;-26.12812813
0.197;0.00855;0.03798;-0.29556;;0.00033;0.00913;-0.04933;;0.00004;0.00093;-0.00472;;1197;0.871871872;3.871871872;-30.12812813
0.197;0.00855;0.03798;-0.29556;;0.00033;0.00913;-0.04933;;0.00004;0.00093;-0.00472;;1197;0.871871872;3.871871872;-30.12812813
0.206;-0.01107;0.03798;-0.24651;;0.00032;0.00947;-0.05177;;0.00004;0.00102;-0.00518;;1206;-1.128128128;3.871871872;-25.12812813
0.206;-0.01107;0.03798;-0.24651;;0.00032;0.00947;-0.05177;;0.00004;0.00102;-0.00518;;1206;-1.128128128;3.871871872;-25.12812813
0.214;-0.02088;0.05760;-0.26613;;0.00019;0.00986;-0.05382;;0.00004;0.00109;-0.00560;;1214;-2.128128128;5.871871872;-27.12812813
0.214;-0.02088;0.05760;-0.26613;;0.00019;0.00986;-0.05382;;0.00004;0.00109;-0.00560;;1214;-2.128128128;5.871871872;-27.12812813
0.226;-0.02088;0.07722;-0.23670;;-0.00006;0.01066;-0.05684;;0.00004;0.00122;-0.00626;;1226;-2.128128128;7.871871872;-24.12812813
0.226;-0.02088;0.07722;-0.23670;;-0.00006;0.01066;-0.05684;;0.00004;0.00122;-0.00626;;1226;-2.128128128;7.871871872;-24.12812813
0.234;-0.01107;0.04779;-0.25632;;-0.00019;0.01116;-0.05881;;0.00004;0.00130;-0.00673;;1234;-1.128128128;4.871871872;-26.12812813
0.238;-0.01107;0.04779;-0.25632;;-0.00023;0.01136;-0.05984;;0.00004;0.00135;-0.00696;;1238;-1.128128128;4.871871872;-26.12812813
0.246;-0.02088;0.03798;-0.25632;;-0.00036;0.01170;-0.06189;;0.00004;0.00144;-0.00745;;1246;-2.128128128;3.871871872;-26.12812813
