Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z
0.000;0.00000;0.00000;0.00000;;0.00000;0.00000;0.00000;;0.00000;0.00000;0.00000;;1000;0;0;0
0.008;0.00711;0.08559;-0.26757;;0.00003;0.00034;-0.00107;;0.00000;0.00000;0.00000;;1008;0.725074173;8.725059783;-27.27489247
0.010;0.00711;0.08559;-0.26757;;0.00004;0.00051;-0.00161;;0.00000;0.00000;-0.00001;;1010;0.72507444;8.725071329;-27.27491795
0.019;0.00711;-0.00134;-0.19852;;0.00011;0.00089;-0.00370;;0.00000;0.00001;-0.00003;;1019;0.725074505;-0.136628123;-20.23633323
0.019;0.00711;0.02790;-0.22114;;0.00011;0.00089;-0.00370;;0.00000;0.00001;-0.00003;;1019;0.725074522;2.843771013;-22.5423952
0.027;0.00711;0.12147;-0.29561;;0.00016;0.00149;-0.00577;;0.00000;0.00002;-0.00007;;1027;0.725074526;12.38269462;-30.13382924
0.027;0.00711;0.09378;-0.27433;;0.00016;0.00149;-0.00577;;0.00000;0.00002;-0.00007;;1027;0.725074528;9.559914663;-27.96426441
0.039;-0.02693;0.12222;-0.26920;;0.00004;0.00279;-0.00903;;0.00000;0.00004;-0.00016;;1039;-2.745262374;12.45913041;-27.44113899
0.039;-0.01633;0.10910;-0.26796;;0.00004;0.00279;-0.00903;;0.00000;0.00004;-0.00016;;1039;-1.664317111;11.1208674;-27.3150029
0.047;-0.01352;-0.01557;-0.26766;;-0.00007;0.00316;-0.01117;;0.00000;0.00007;-0.00024;;1047;-1.378048674;-1.586858693;-27.28458895
0.047;-0.01277;0.02465;-0.26759;;-0.00007;0.00316;-0.01117;;0.00000;0.00007;-0.00024;;1047;-1.302235752;2.51264225;-27.27725553
0.059;0.05551;0.03383;-0.21581;;0.00018;0.00351;-0.01407;;0.00000;0.00011;-0.00039;;1059;5.658515591;3.448340622;-21.99884781
0.059;0.03435;0.03592;-0.23275;;0.00018;0.00351;-0.01407;;0.00000;0.00011;-0.00039;;1059;3.501942354;3.661910872;-23.72611723
0.068;-0.02231;0.14069;-0.30586;;0.00024;0.00431;-0.01650;;0.00001;0.00014;-0.00053;;1068;-2.274691605;14.34117623;-31.17811605
0.068;-0.00789;0.10574;-0.28424;;0.00024;0.00431;-0.01650;;0.00001;0.00014;-0.00053;;1068;-0.804526693;10.77868542;-28.97494328
0.076;0.04699;0.02824;-0.24452;;0.00039;0.00484;-0.01861;;0.00001;0.00018;-0.00067;;1076;4.790324666;2.878545536;-24.92595423
0.080;0.03210;0.04979;-0.25457;;0.00055;0.00500;-0.01961;;0.00001;0.00020;-0.00074;;1080;3.272017981;5.075363117;-25.94966129
0.088;0.01113;0.01995;-0.17071;;0.00072;0.00528;-0.02131;;0.00002;0.00024;-0.00091;;1088;1.134754004;2.033273709;-17.40209858
0.088;0.01539;0.03275;-0.19955;;0.00072;0.00528;-0.02131;;0.00002;0.00024;-0.00091;;1088;1.568739012;3.33892624;-20.34110878
0.096;-0.01753;0.12258;-0.29277;;0.00071;0.00590;-0.02328;;0.00002;0.00028;-0.00109;;1096;-1.786664897;12.49570289;-29.84416257
0.100;-0.00662;0.09404;-0.26620;;0.00067;0.00633;-0.02440;;0.00002;0.00031;-0.00118;;1100;-0.67528181;9.585708754;-27.13554054
0.109;-0.00374;0.08752;-0.29430;;0.00062;0.00715;-0.02692;;0.00003;0.00037;-0.00141;;1109;-0.380952473;8.92151162;-30.00019678
0.109;-0.00297;0.08603;-0.28146;;0.00062;0.00715;-0.02692;;0.00003;0.00037;-0.00141;;1109;-0.30300477;8.769910685;-28.69092319
0.117;-0.00277;0.01617;-0.24385;;0.00060;0.00756;-0.02902;;0.00003;0.00043;-0.00164;;1117;-0.282361757;1.648295832;-24.85747126
0.117;-0.00272;0.03946;-0.25440;;0.00060;0.00756;-0.02902;;0.00003;0.00043;-0.00164;;1117;-0.276894835;4.022809336;-25.93314867
0.129;-0.01972;0.02740;-0.23969;;0.00046;0.00796;-0.03199;;0.00004;0.00052;-0.00200;;1129;-2.010615443;2.793031574;-24.43363636
0.129;-0.01442;0.03446;-0.24596;;0.00046;0.00796;-0.03199;;0.00004;0.00052;-0.00200;;1129;-1.469759408;3.512338615;-25.0720737
0.137;0.02103;0.10559;-0.23021;;0.00049;0.00852;-0.03389;;0.00004;0.00059;-0.00227;;1137;2.143813193;10.76353063;-23.46713399
0.138;0.01080;0.08259;-0.23623;;0.00050;0.00861;-0.03413;;0.00004;0.00060;-0.00230;;1138;1.100801328;8.418592706;-24.08015065
0.149;-0.00893;0.02519;-0.28944;;0.00051;0.00921;-0.03702;;0.00005;0.00069;-0.00269;;1149;-0.910589573;2.568108593;-29.50460082
0.150;-0.00435;0.04152;-0.27284;;0.00051;0.00924;-0.03730;;0.00005;0.00070;-0.00273;;1150;-0.443269399;4.232753745;-27.81254518
