Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z
0.000;0.00000;0.00000;0.00000;;0.00000;0.00000;0.00000;;0.00000;0.00000;0.00000;;1000;0;0;0
0.004;-0.02031;-0.03012;-0.33423;;-0.00004;-0.00006;-0.00067;;0.00000;0.00000;0.00000;;1004;-2.069998675;-3.069990053;-34.06995094
0.012;-0.02031;0.02258;-0.33423;;-0.00020;-0.00009;-0.00334;;0.00000;0.00000;-0.00002;;1012;-2.069999715;2.302094679;-34.06998911
0.012;-0.02031;0.00441;-0.33423;;-0.00020;-0.00009;-0.00334;;0.00000;0.00000;-0.00002;;1012;-2.069999935;0.449231148;-34.06999746
0.020;-0.02031;-0.01704;-0.35155;;-0.00037;-0.00014;-0.00609;;0.00000;0.00000;-0.00006;;1020;-2.069999985;-1.73675389;-35.83600332
0.021;-0.02031;-0.01193;-0.34580;;-0.00039;-0.00016;-0.00643;;0.00000;0.00000;-0.00006;;1021;-2.069999997;-1.216268448;-35.2492681
0.033;-0.00291;-0.04575;-0.29248;;-0.00053;-0.00050;-0.01026;;-0.00001;-0.00001;-0.00016;;1033;-0.296547847;-4.663337574;-29.81405151
0.033;-0.00878;-0.03355;-0.30943;;-0.00053;-0.00050;-0.01026;;-0.00001;-0.00001;-0.00016;;1033;-0.894776023;-3.41953857;-31.5420349
0.041;-0.01011;0.02153;-0.27875;;-0.00060;-0.00055;-0.01262;;-0.00001;-0.00001;-0.00025;;1041;-1.030303372;2.195194675;-28.41450391
0.041;-0.01041;0.00419;-0.29119;;-0.00060;-0.00055;-0.01262;;-0.00001;-0.00001;-0.00025;;1041;-1.061006811;0.426927286;-29.68256022
0.053;-0.02787;0.00038;-0.43269;;-0.00083;-0.00052;-0.01696;;-0.00002;-0.00002;-0.00043;;1053;-2.841414687;0.039013468;-44.10706705
0.053;-0.02202;-0.00045;-0.38733;;-0.00083;-0.00052;-0.01696;;-0.00002;-0.00002;-0.00043;;1053;-2.244762396;-0.046085161;-39.4828695
0.061;-0.00330;-0.05304;-0.29009;;-0.00093;-0.00074;-0.01967;;-0.00003;-0.00002;-0.00058;;1061;-0.336139983;-5.40662841;-29.57081946
0.062;-0.00887;-0.03515;-0.31638;;-0.00094;-0.00078;-0.01997;;-0.00003;-0.00002;-0.00060;;1062;-0.903745536;-3.582598068;-32.25107826
0.069;-0.01013;-0.03122;-0.30521;;-0.00100;-0.00101;-0.02215;;-0.00004;-0.00003;-0.00074;;1069;-1.032335396;-3.182451247;-31.11237819
0.073;-0.01041;-0.03036;-0.31241;;-0.00105;-0.00114;-0.02338;;-0.00004;-0.00003;-0.00084;;1073;-1.061467162;-3.094669002;-31.84588544
0.082;-0.01048;0.05717;-0.33142;;-0.00114;-0.00101;-0.02628;;-0.00005;-0.00004;-0.00106;;1082;-1.068066903;5.827712785;-33.78351749
0.082;-0.01049;0.02732;-0.32605;;-0.00114;-0.00101;-0.02628;;-0.00005;-0.00004;-0.00106;;1082;-1.069562061;2.785061093;-33.23698623
0.090;-0.02789;-0.03163;-0.30748;;-0.00129;-0.00103;-0.02881;;-0.00006;-0.00005;-0.00128;;1090;-2.843352861;-3.224295626;-31.34311263
0.094;-0.02203;-0.01513;-0.31294;;-0.00139;-0.00113;-0.03006;;-0.00007;-0.00005;-0.00140;;1094;-2.245201486;-1.542598797;-31.89988478
0.102;-0.02070;-0.08139;-0.34886;;-0.00156;-0.00151;-0.03270;;-0.00008;-0.00007;-0.00165;;1102;-2.109691533;-8.296176043;-35.56212265
0.102;-0.02039;-0.05668;-0.33765;;-0.00156;-0.00151;-0.03270;;-0.00008;-0.00007;-0.00165;;1102;-2.078992034;-5.77774266;-34.4192051
0.111;-0.02033;0.03608;-0.30038;;-0.00175;-0.00160;-0.03557;;-0.00009;-0.00008;-0.00196;;1111;-2.072037127;3.67786344;-30.61979019
0.111;-0.02031;0.00738;-0.31128;;-0.00175;-0.00160;-0.03557;;-0.00009;-0.00008;-0.00196;;1111;-2.070461507;0.75218788;-31.73060387
0.123;-0.00291;0.00108;-0.34848;;-0.00189;-0.00155;-0.03953;;-0.00011;-0.00010;-0.00241;;1123;-0.296652478;0.11036754;-35.52250543
0.123;-0.00878;-0.00030;-0.33756;;-0.00189;-0.00155;-0.03953;;-0.00011;-0.00010;-0.00241;;1123;-0.894799724;-0.030431855;-34.40993338
