Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z
0.000;0.00000;0.00000;0.00000;;0.00000;0.00000;0.00000;;0.00000;0.00000;0.00000;;1000;0;0;0
0.008;-0.00126;0.05760;-0.27594;;-0.00001;0.00023;-0.00110;;0.00000;0.00000;0.00000;;1008;-0.128128065;5.871866;-28.12810534
0.008;-0.00126;0.05760;-0.27594;;-0.00001;0.00023;-0.00110;;0.00000;0.00000;0.00000;;1008;-0.128128113;5.871870389;-28.12812297
0.016;-0.01829;0.02366;-0.22409;;-0.00008;0.00056;-0.00310;;0.00000;0.00000;-0.00002;;1016;-1.864508308;2.411322222;-22.84352044
0.016;-0.01298;0.03410;-0.24115;;-0.00008;0.00056;-0.00310;;0.00000;0.00000;-0.00002;;1016;-1.32308229;3.476088415;-24.5817397
0.028;-0.02860;0.07085;-0.24522;;-0.00033;0.00119;-0.00602;;0.00000;0.00001;-0.00008;;1028;-2.914931365;7.222435136;-24.99743171
0.028;-0.02292;0.06119;-0.24620;;-0.00033;0.00119;-0.00602;;0.00000;0.00001;-0.00008;;1028;-2.336498142;6.237984824;-25.09686518
0.036;-0.00440;0.04162;-0.28098;;-0.00044;0.00160;-0.00813;;-0.00001;0.00003;-0.00013;;1036;-0.448142631;4.242200741;-28.64224402
0.037;-0.00930;0.04612;-0.26968;;-0.00045;0.00164;-0.00841;;-0.00001;0.00003;-0.00014;;1037;-0.948046497;4.70117923;-27.49030914
0.044;-0.01060;0.03038;-0.19788;;-0.00052;0.00191;-0.01004;;-0.00001;0.00004;-0.00021;;1044;-1.080436826;3.096682346;-20.17157478
0.048;-0.01094;0.03592;-0.21995;;-0.00056;0.00204;-0.01088;;-0.00001;0.00005;-0.00025;;1048;-1.115497965;3.661731779;-22.42091179
0.057;-0.04508;0.05438;-0.31159;;-0.00081;0.00245;-0.01327;;-0.00002;0.00007;-0.00036;;1057;-4.595120106;5.543824417;-31.76294504
0.057;-0.03450;0.04958;-0.28447;;-0.00081;0.00245;-0.01327;;-0.00002;0.00007;-0.00036;;1057;-3.516633929;5.054026255;-28.99758712
0.065;0.01937;0.06524;-0.24343;;-0.00087;0.00291;-0.01538;;-0.00002;0.00009;-0.00047;;1065;1.974488533;6.650168472;-24.81451124
0.069;0.00421;0.05967;-0.25323;;-0.00083;0.00316;-0.01638;;-0.00003;0.00010;-0.00053;;1069;0.428711161;6.082854237;-25.81390707
0.077;0.00019;0.02424;-0.25558;;-0.00081;0.00349;-0.01841;;-0.00003;0.00013;-0.00067;;1077;0.019340499;2.471229866;-26.05296552
0.077;-0.00087;0.03426;-0.25614;;-0.00081;0.00349;-0.01841;;-0.00003;0.00013;-0.00067;;1077;-0.089073779;3.492182736;-26.11014901
0.085;-0.03520;0.05393;-0.27355;;-0.00095;0.00384;-0.02053;;-0.00004;0.00016;-0.00083;;1085;-3.588122147;5.497862687;-27.8846245
0.086;-0.02467;0.04946;-0.26790;;-0.00098;0.00390;-0.02080;;-0.00004;0.00016;-0.00085;;1086;-2.514780648;5.041566848;-27.30908431
0.098;0.02918;0.04824;-0.26655;;-0.00096;0.00448;-0.02401;;-0.00005;0.00021;-0.00112;;1098;2.97497934;4.917873162;-27.17141338
0.098;0.01402;0.04792;-0.26623;;-0.00096;0.00448;-0.02401;;-0.00005;0.00021;-0.00112;;1098;1.428841142;4.884342003;-27.13848209
0.106;-0.02404;0.03087;-0.23160;;-0.00100;0.00480;-0.02600;;-0.00006;0.00025;-0.00132;;1106;-2.450961921;3.146334517;-23.60901076
0.106;-0.01450;0.03605;-0.24294;;-0.00100;0.00480;-0.02600;;-0.00006;0.00025;-0.00132;;1106;-1.478456289;3.675191599;-24.76475074
0.118;-0.02900;0.07138;-0.26293;;-0.00126;0.00544;-0.02903;;-0.00008;0.00031;-0.00165;;1118;-2.95607451;7.276390921;-26.80200421
0.118;-0.02303;0.06134;-0.25790;;-0.00126;0.00544;-0.02903;;-0.00008;0.00031;-0.00165;;1118;-2.347394475;6.252612005;-26.28932129
0.126;-0.00442;0.04165;-0.27397;;-0.00137;0.00585;-0.03116;;-0.00009;0.00036;-0.00189;;1126;-0.451028359;4.246165964;-27.92748304
0.127;-0.00931;0.04613;-0.26800;;-0.00137;0.00590;-0.03143;;-0.00009;0.00036;-0.00192;;1127;-0.948810728;4.702254129;-27.3193362
0.135;-0.01060;0.04734;-0.24930;;-0.00145;0.00627;-0.03350;;-0.00010;0.00041;-0.00218;;1135;-1.080639218;4.825891519;-25.41306863
0.139;-0.01094;0.04767;-0.25464;;-0.00150;0.00646;-0.03451;;-0.00010;0.00044;-0.00232;;1139;-1.115551565;4.859407416;-25.95708377
0.147;0.00599;0.03080;-0.20410;;-0.00152;0.00678;-0.03634;;-0.00012;0.00049;-0.00260;;1147;0.610370965;3.139575193;-20.80482272
0.147;0.00066;0.03604;-0.22144;;-0.00152;0.00678;-0.03634;;-0.00012;0.00049;-0.00260;;1147;0.067449752;3.673359267;-22.57238658
0.155;0.01627;0.05442;-0.29468;;-0.00145;0.00714;-0.03841;;-0.00013;0.00054;-0.00290;;1155;1.658835492;5.546976422;-30.03838122
0.159;0.01060;0.04959;-0.27296;;-0.00140;0.00735;-0.03954;;-0.00013;0.00057;-0.00305;;1159;1.080284689;5.054880708;-27.82426931
0.167;-0.02495;0.06524;-0.26776;;-0.00145;0.00780;-0.04171;;-0.00015;0.00063;-0.00338;;1167;-2.543270676;6.650400098;-27.29464717
0.168;-0.01474;0.05967;-0.26652;;-0.00147;0.00787;-0.04197;;-0.00015;0.00064;-0.00342;;1168;-1.502902563;6.082917027;-27.16795998
0.176;-0.02906;0.04120;-0.26622;;-0.00165;0.00827;-0.04410;;-0.00016;0.00071;-0.00377;;1176;-2.962548655;4.200164674;-27.13765602
