Timer,AX,AY,AZ,GX,GY,GZ,A
"49","1.10709117221418","0.817655571635311","1.89242643511819","1.03473227206946","-1.87216594307767","0","173.25"
"67","1.10709117221418","0.817655571635311","1.89242643511819","-0.965267727930536","-0.872165943077665","0","173.25"
"67","1.10709117221418","-1.18234442836469","0.892426435118185","-0.965267727930536","-0.872165943077665","0","173.25"
"83","1.10709117221418","-1.18234442836469","0.892426435118185","1.03473227206946","-0.872165943077665","0","173.25"
"83","0.107091172214182","0.817655571635311","0.892426435118185","1.03473227206946","-0.872165943077665","0","173.25"
"99","0.107091172214182","0.817655571635311","0.892426435118185","2.03473227206946","-0.872165943077665","0","173.25"
"99","0.107091172214182","-0.182344428364689","-0.107573564881815","2.03473227206946","-0.872165943077665","0","173.25"
"115","0.107091172214182","-0.182344428364689","-0.107573564881815","-1.96526772793054","-1.87216594307767","0","173.25"
"115","-0.892908827785818","1.81765557163531","2.89242643511819","-1.96526772793054","-1.87216594307767","0","173.25"
"130","-0.892908827785818","1.81765557163531","2.89242643511819","4.03473227206946","-2.87216594307767","0","173.25"
"130","-0.892908827785818","1.81765557163531","2.89242643511819","4.03473227206946","-2.87216594307767","0","173.25"
"137","-0.892908827785818","1.81765557163531","2.89242643511819","2.03473227206946","0.127834056922335","0","173.25"
"137","0.107091172214182","1.81765557163531","-0.107573564881815","2.03473227206946","0.127834056922335","0","173.25"
"144","0.107091172214182","1.81765557163531","-0.107573564881815","0.0347322720694645","-1.87216594307767","0","173.25"
"144","0.107091172214182","-1.18234442836469","-0.107573564881815","0.0347322720694645","-1.87216594307767","0","173.25"
"150","0.107091172214182","-1.18234442836469","-0.107573564881815","-0.965267727930536","-1.87216594307767","0","173.25"
"151","-1.89290882778582","1.81765557163531","-0.107573564881815","-0.965267727930536","-1.87216594307767","0","173.25"
"157","-1.89290882778582","1.81765557163531","-0.107573564881815","1.03473227206946","-1.87216594307767","0","173.25"
"157","1.10709117221418","-2.18234442836469","0.892426435118185","1.03473227206946","-1.87216594307767","0","173.25"
"164","1.10709117221418","-2.18234442836469","0.892426435118185","0.0347322720694645","-2.87216594307767","0","173.25"
"164","1.10709117221418","-2.18234442836469","0.892426435118185","0.0347322720694645","-2.87216594307767","0","173.25"
"171","1.10709117221418","-2.18234442836469","0.892426435118185","-0.965267727930536","-1.87216594307767","0","173.25"
"171","0.107091172214182","-0.182344428364689","-2.10757356488181","-0.965267727930536","-1.87216594307767","0","173.25"
"177","0.107091172214182","-0.182344428364689","-2.10757356488181","-0.965267727930536","-0.872165943077665","0","173.25"
"178","0.107091172214182","-0.182344428364689","-2.10757356488181","-0.965267727930536","-0.872165943077665","0","173.25"
"184","0.107091172214182","-0.182344428364689","-2.10757356488181","-0.965267727930536","-1.87216594307767","0","173.25"
"184","0.107091172214182","0.817655571635311","0.892426435118185","-0.965267727930536","-1.87216594307767","0","173.25"
