Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z
0,000;0,00000;0,00000;0,00000;;0,00000;0,00000;0,00000;;0,00000;0,00000;0,00000;;1000;0;0;0
0,008;-0,00126;0,05760;-0,27594;;-0,00001;0,00023;-0,00110;;0,00000;0,00000;0,00000;;1008;-0,128128128;5,871871872;-28,12812813
0,008;-0,00126;0,05760;-0,27594;;-0,00001;0,00023;-0,00110;;0,00000;0,00000;0,00000;;1008;-0,128128128;5,871871872;-28,12812813
0,016;-0,01107;0,03798;-0,24651;;-0,00005;0,00061;-0,00319;;0,00000;0,00000;-0,00002;;1016;-1,128128128;3,871871872;-25,12812813
0,016;-0,01107;0,03798;-0,24651;;-0,00005;0,00061;-0,00319;;0,00000;0,00000;-0,00002;;1016;-1,128128128;3,871871872;-25,12812813
0,028;-0,02088;0,05760;-0,24651;;-0,00025;0,00119;-0,00615;;0,00000;0,00002;-0,00008;;1028;-2,128128128;5,871871872;-25,12812813
0,028;-0,02088;0,05760;-0,24651;;-0,00025;0,00119;-0,00615;;0,00000;0,00002;-0,00008;;1028;-2,128128128;5,871871872;-25,12812813
0,036;-0,01107;0,04779;-0,26613;;-0,00037;0,00161;-0,00820;;0,00000;0,00003;-0,00014;;1036;-1,128128128;4,871871872;-27,12812813
0,037;-0,01107;0,04779;-0,26613;;-0,00038;0,00166;-0,00847;;0,00000;0,00003;-0,00014;;1037;-1,128128128;4,871871872;-27,12812813
0,044;-0,01107;0,03798;-0,22689;;-0,00046;0,00196;-0,01019;;-0,00001;0,00004;-0,00021;;1044;-1,128128128;3,871871872;-23,12812813
0,048;-0,01107;0,03798;-0,22689;;-0,00051;0,00211;-0,01110;;-0,00001;0,00005;-0,00025;;1048;-1,128128128;3,871871872;-23,12812813
0,057;-0,03069;0,04779;-0,27594;;-0,00069;0,00249;-0,01336;;-0,00002;0,00007;-0,00036;;1057;-3,128128128;4,871871872;-28,12812813
0,057;-0,03069;0,04779;-0,27594;;-0,00069;0,00249;-0,01336;;-0,00002;0,00007;-0,00036;;1057;-3,128128128;4,871871872;-28,12812813
0,065;-0,00126;0,05760;-0,25632;;-0,00082;0,00292;-0,01549;;-0,00002;0,00009;-0,00048;;1065;-0,128128128;5,871871872;-26,12812813
0,069;-0,00126;0,05760;-0,25632;;-0,00083;0,00315;-0,01652;;-0,00002;0,00010;-0,00054;;1069;-0,128128128;5,871871872;-26,12812813
0,077;-0,00126;0,03798;-0,25632;;-0,00084;0,00353;-0,01857;;-0,00003;0,00013;-0,00068;;1077;-0,128128128;3,871871872;-26,12812813
0,077;-0,00126;0,03798;-0,25632;;-0,00084;0,00353;-0,01857;;-0,00003;0,00013;-0,00068;;1077;-0,128128128;3,871871872;-26,12812813
0,085;-0,02088;0,04779;-0,26613;;-0,00093;0,00387;-0,02066;;-0,00004;0,00016;-0,00084;;1085;-2,128128128;4,871871872;-27,12812813
0,086;-0,02088;0,04779;-0,26613;;-0,00095;0,00392;-0,02092;;-0,00004;0,00016;-0,00086;;1086;-2,128128128;4,871871872;-27,12812813
0,098;0,00855;0,04779;-0,26613;;-0,00102;0,00449;-0,02412;;-0,00005;0,00021;-0,00113;;1098;0,871871872;4,871871872;-27,12812813
0,098;0,00855;0,04779;-0,26613;;-0,00102;0,00449;-0,02412;;-0,00005;0,00021;-0,00113;;1098;0,871871872;4,871871872;-27,12812813
0,106;-0,01107;0,03798;-0,24651;;-0,00103;0,00484;-0,02617;;-0,00006;0,00025;-0,00133;;1106;-1,128128128;3,871871872;-25,12812813
0,106;-0,01107;0,03798;-0,24651;;-0,00103;0,00484;-0,02617;;-0,00006;0,00025;-0,00133;;1106;-1,128128128;3,871871872;-25,12812813
0,118;-0,02088;0,05760;-0,25632;;-0,00122;0,00541;-0,02919;;-0,00007;0,00031;-0,00166;;1118;-2,128128128;5,871871872;-26,12812813
0,118;-0,02088;0,05760;-0,25632;;-0,00122;0,00541;-0,02919;;-0,00007;0,00031;-0,00166;;1118;-2,128128128;5,871871872;-26,12812813
0,126;-0,01107;0,04779;-0,26613;;-0,00135;0,00583;-0,03128;;-0,00008;0,00036;-0,00190;;1126;-1,128128128;4,871871872;-27,12812813
0,127;-0,01107;0,04779;-0,26613;;-0,00136;0,00588;-0,03154;;-0,00008;0,00036;-0,00194;;1127;-1,128128128;4,871871872;-27,12812813
0,135;-0,01107;0,04779;-0,25632;;-0,00145;0,00626;-0,03363;;-0,00010;0,00041;-0,00220;;1135;-1,128128128;4,871871872;-26,12812813
0,139;-0,01107;0,04779;-0,25632;;-0,00149;0,00645;-0,03466;;-0,00010;0,00044;-0,00233;;1139;-1,128128128;4,871871872;-26,12812813
0,147;-0,00126;0,03798;-0,22689;;-0,00154;0,00680;-0,03659;;-0,00011;0,00049;-0,00262;;1147;-0,128128128;3,871871872;-23,12812813
0,147;-0,00126;0,03798;-0,22689;;-0,00154;0,00680;-0,03659;;-0,00011;0,00049;-0,00262;;1147;-0,128128128;3,871871872;-23,12812813
0,155;0,00855;0,04779;-0,26613;;-0,00151;0,00714;-0,03856;;-0,00013;0,00055;-0,00292;;1155;0,871871872;4,871871872;-27,12812813
0,159;0,00855;0,04779;-0,26613;;-0,00148;0,00733;-0,03963;;-0,00013;0,00058;-0,00307;;1159;0,871871872;4,871871872;-27,12812813
0,167;-0,01107;0,05760;-0,26613;;-0,00149;0,00775;-0,04176;;-0,00014;0,00064;-0,00340;;1167;-1,128128128;5,871871872;-27,12812813
0,168;-0,01107;0,05760;-0,26613;;-0,00150;0,00781;-0,04202;;-0,00015;0,00064;-0,00344;;1168;-1,128128128;5,871871872;-27,12812813
0,176;-0,02088;0,04779;-0,26613;;-0,00163;0,00823;-0,04415;;-0,00016;0,00071;-0,00379;;1176;-2,128128128;4,871871872;-27,12812813
