Time;X-Acceleration;Y-Acceleration;Z-Acceleration;;X-Velocity;Y-Velocity;Z-Velocity;;X-distance;Y-distance;Z-distance;;Time;RAW X;RAW Y;RAW Z
0,000;0,00000;0,00000;0,00000;;0,00000;0,00000;0,00000;;0,00000;0,00000;0,00000;;1000;0;0;0
0,008;0,00711;0,08559;-0,26757;;0,00003;0,00034;-0,00107;;0,00000;0,00000;0,00000;;1008;0,725074528;8,725074528;-27,27492547
0,010;0,00711;0,08559;-0,26757;;0,00004;0,00051;-0,00161;;0,00000;0,00000;-0,00001;;1010;0,725074528;8,725074528;-27,27492547
0,019;0,00711;0,03654;-0,22833;;0,00011;0,00106;-0,00384;;0,00000;0,00001;-0,00003;;1019;0,725074528;3,725074528;-23,27492547
0,019;0,00711;0,03654;-0,22833;;0,00011;0,00106;-0,00384;;0,00000;0,00001;-0,00003;;1019;0,725074528;3,725074528;-23,27492547
0,027;0,00711;0,08559;-0,26757;;0,00016;0,00155;-0,00582;;0,00000;0,00002;-0,00007;;1027;0,725074528;8,725074528;-27,27492547
0,027;0,00711;0,08559;-0,26757;;0,00016;0,00155;-0,00582;;0,00000;0,00002;-0,00007;;1027;0,725074528;8,725074528;-27,27492547
0,039;-0,01251;0,10521;-0,26757;;0,00013;0,00270;-0,00903;;0,00000;0,00005;-0,00016;;1039;-1,274925472;10,72507453;-27,27492547
0,039;-0,01251;0,10521;-0,26757;;0,00013;0,00270;-0,00903;;0,00000;0,00005;-0,00016;;1039;-1,274925472;10,72507453;-27,27492547
0,047;-0,01251;0,03654;-0,26757;;0,00003;0,00326;-0,01117;;0,00000;0,00007;-0,00024;;1047;-1,274925472;3,725074528;-27,27492547
0,047;-0,01251;0,03654;-0,26757;;0,00003;0,00326;-0,01117;;0,00000;0,00007;-0,00024;;1047;-1,274925472;3,725074528;-27,27492547
0,059;0,02673;0,03654;-0,23814;;0,00012;0,00370;-0,01421;;0,00001;0,00011;-0,00039;;1059;2,725074528;3,725074528;-24,27492547
0,059;0,02673;0,03654;-0,23814;;0,00012;0,00370;-0,01421;;0,00001;0,00011;-0,00039;;1059;2,725074528;3,725074528;-24,27492547
0,068;-0,00270;0,09540;-0,27738;;0,00022;0,00430;-0,01653;;0,00001;0,00015;-0,00053;;1068;-0,274925472;9,725074528;-28,27492547
0,068;-0,00270;0,09540;-0,27738;;0,00022;0,00430;-0,01653;;0,00001;0,00015;-0,00053;;1068;-0,274925472;9,725074528;-28,27492547
0,076;0,02673;0,05616;-0,25776;;0,00032;0,00490;-0,01867;;0,00001;0,00018;-0,00067;;1076;2,725074528;5,725074528;-26,27492547
0,080;0,02673;0,05616;-0,25776;;0,00043;0,00513;-0,01970;;0,00001;0,00020;-0,00075;;1080;2,725074528;5,725074528;-26,27492547
0,088;0,01692;0,03654;-0,20871;;0,00060;0,00550;-0,02156;;0,00001;0,00025;-0,00091;;1088;1,725074528;3,725074528;-21,27492547
0,088;0,01692;0,03654;-0,20871;;0,00060;0,00550;-0,02156;;0,00001;0,00025;-0,00091;;1088;1,725074528;3,725074528;-21,27492547
0,096;-0,00270;0,08559;-0,25776;;0,00066;0,00599;-0,02343;;0,00002;0,00029;-0,00109;;1096;-0,274925472;8,725074528;-26,27492547
0,100;-0,00270;0,08559;-0,25776;;0,00065;0,00633;-0,02446;;0,00002;0,00032;-0,00119;;1100;-0,274925472;8,725074528;-26,27492547
0,109;-0,00270;0,08559;-0,27738;;0,00062;0,00710;-0,02687;;0,00003;0,00038;-0,00142;;1109;-0,274925472;8,725074528;-28,27492547
0,109;-0,00270;0,08559;-0,27738;;0,00062;0,00710;-0,02687;;0,00003;0,00038;-0,00142;;1109;-0,274925472;8,725074528;-28,27492547
0,117;-0,00270;0,04635;-0,25776;;0,00060;0,00763;-0,02901;;0,00003;0,00044;-0,00164;;1117;-0,274925472;4,725074528;-26,27492547
0,117;-0,00270;0,04635;-0,25776;;0,00060;0,00763;-0,02901;;0,00003;0,00044;-0,00164;;1117;-0,274925472;4,725074528;-26,27492547
0,129;-0,01251;0,03654;-0,24795;;0,00051;0,00812;-0,03204;;0,00004;0,00053;-0,00201;;1129;-1,274925472;3,725074528;-25,27492547
0,129;-0,01251;0,03654;-0,24795;;0,00051;0,00812;-0,03204;;0,00004;0,00053;-0,00201;;1129;-1,274925472;3,725074528;-25,27492547
0,137;0,00711;0,07578;-0,23814;;0,00049;0,00857;-0,03399;;0,00004;0,00060;-0,00227;;1137;0,725074528;7,725074528;-24,27492547
0,138;0,00711;0,07578;-0,23814;;0,00050;0,00865;-0,03423;;0,00004;0,00061;-0,00231;;1138;0,725074528;7,725074528;-24,27492547
0,149;-0,00270;0,04635;-0,26757;;0,00052;0,00932;-0,03701;;0,00005;0,00070;-0,00270;;1149;-0,274925472;4,725074528;-27,27492547
0,150;-0,00270;0,04635;-0,26757;;0,00052;0,00937;-0,03727;;0,00005;0,00071;-0,00274;;1150;-0,274925472;4,725074528;-27,27492547
0,158;0,01692;0,02673;-0,25776;;0,00058;0,00966;-0,03938;;0,00005;0,00079;-0,00304;;1158;1,725074528;2,725074528;-26,27492547
0,158;0,01692;0,02673;-0,25776;;0,00058;0,00966;-0,03938;;0,00005;0,00079;-0,00304;;1158;1,725074528;2,725074528;-26,27492547
0,166;-0,00270;0,07578;-0,26757;;0,00063;0,01007;-0,04148;;0,00006;0,00087;-0,00337;;1166;-0,274925472;7,725074528;-27,27492547
0,170;-0,00270;0,07578;-0,26757;;0,00062;0,01037;-0,04255;;0,00006;0,00091;-0,00353;;1170;-0,274925472;7,725074528;-27,27492547
0,178;-0,00270;0,06597;-0,26757;;0,00060;0,01094;-0,04469;;0,00007;0,00100;-0,00388;;1178;-0,274925472;6,725074528;-27,27492547
0,179;-0,00270;0,06597;-0,26757;;0,00060;0,01101;-0,04496;;0,00007;0,00101;-0,00393;;1179;-0,274925472;6,725074528;-27,27492547
0,187;0,00711;0,03654;-0,26757;;0,00061;0,01142;-0,04710;;0,00007;0,00110;-0,00430;;1187;0,725074528;3,725074528;-27,27492547
0,187;0,00711;0,03654;-0,26757;;0,00061;0,01142;-0,04710;;0,00007;0,00110;-0,00430;;1187;0,725074528;3,725074528;-27,27492547
0,199;0,01692;0,09540;-0,24795;;0,00076;0,01221;-0,05019;;0,00008;0,00124;-0,00488;;1199;1,725074528;9,725074528;-25,27492547
0,199;0,01692;0,09540;-0,24795;;0,00076;0,01221;-0,05019;;0,00008;0,00124;-0,00488;;1199;1,725074528;9,725074528;-25,27492547
0,207;-0,00270;0,09540;-0,26757;;0,00082;0,01297;-0,05225;;0,00009;0,00134;-0,00529;;1207;-0,274925472;9,725074528;-27,27492547
0,207;-0,00270;0,09540;-0,26757;;0,00082;0,01297;-0,05225;;0,00009;0,00134;-0,00529;;1207;-0,274925472;9,725074528;-27,27492547
0,219;-0,00270;0,05616;-0,26757;;0,00078;0,01388;-0,05546;;0,00010;0,00150;-0,00594;;1219;-0,274925472;5,725074528;-27,27492547
0,219;-0,00270;0,05616;-0,26757;;0,00078;0,01388;-0,05546;;0,00010;0,00150;-0,00594;;1219;-0,274925472;5,725074528;-27,27492547
0,228;0,00711;0,04635;-0,25776;;0,00080;0,01434;-0,05783;;0,00010;0,00163;-0,00645;;1228;0,725074528;4,725074528;-26,27492547
0,228;0,00711;0,04635;-0,25776;;0,00080;0,01434;-0,05783;;0,00010;0,00163;-0,00645;;1228;0,725074528;4,725074528;-26,27492547
0,236;-0,00270;0,07578;-0,27738;;0,00082;0,01483;-0,05997;;0,00011;0,00174;-0,00692;;1236;-0,274925472;7,725074528;-28,27492547
0,240;-0,00270;0,07578;-0,27738;;0,00081;0,01513;-0,06108;;0,00011;0,00180;-0,00716;;1240;-0,274925472;7,725074528;-28,27492547
0,248;0,00711;0,06597;-0,28719;;0,00083;0,01570;-0,06333;;0,00012;0,00193;-0,00766;;1248;0,725074528;6,725074528;-29,27492547
0,248;0,00711;0,06597;-0,28719;;0,00083;0,01570;-0,06333;;0,00012;0,00193;-0,00766;;1248;0,725074528;6,725074528;-29,27492547
0,256;0,01692;0,02673;-0,27738;;0,00092;0,01607;-0,06559;;0,00013;0,00205;-0,00817;;1256;1,725074528;2,725074528;-28,27492547
0,260;0,01692;0,02673;-0,27738;;0,00099;0,01618;-0,06670;;0,00013;0,00212;-0,00844;;1260;1,725074528;2,725074528;-28,27492547
0,268;-0,02232;0,11502;-0,26757;;0,00097;0,01674;-0,06888;;0,00014;0,00225;-0,00898;;1268;-2,274925472;11,72507453;-27,27492547
0,269;-0,02232;0,11502;-0,26757;;0,00095;0,01686;-0,06915;;0,00014;0,00227;-0,00905;;1269;-2,274925472;11,72507453;-27,27492547
0,277;0,00711;0,08559;-0,26757;;0,00089;0,01766;-0,07129;;0,00015;0,00240;-0,00961;;1277;0,725074528;8,725074528;-27,27492547
0,277;0,00711;0,08559;-0,26757;;0,00089;0,01766;-0,07129;;0,00015;0,00240;-0,00961;;1277;0,725074528;8,725074528;-27,27492547
0,289;-0,00270;0,02673;-0,23814;;0,00091;0,01834;-0,07432;;0,00016;0,00262;-0,01048;;1289;-0,274925472;2,725074528;-24,27492547
0,289;-0,00270;0,02673;-0,23814;;0,00091;0,01834;-0,07432;;0,00016;0,00262;-0,01048;;1289;-0,274925472;2,725074528;-24,27492547
0,297;-0,02232;0,03654;-0,24795;;0,00081;0,01859;-0,07627;;0,00016;0,00277;-0,01109;;1297;-2,274925472;3,725074528;-25,27492547
0,297;-0,02232;0,03654;-0,24795;;0,00081;0,01859;-0,07627;;0,00016;0,00277;-0,01109;;1297;-2,274925472;3,725074528;-25,27492547
0,309;0,01692;0,09540;-0,26757;;0,00078;0,01938;-0,07936;;0,00017;0,00300;-0,01202;;1309;1,725074528;9,725074528;-27,27492547
0,309;0,01692;0,09540;-0,26757;;0,00078;0,01938;-0,07936;;0,00017;0,00300;-0,01202;;1309;1,725074528;9,725074528;-27,27492547
0,318;0,01692;0,04635;-0,27738;;0,00093;0,02002;-0,08181;;0,00018;0,00317;-0,01275;;1318;1,725074528;4,725074528;-28,27492547
0,318;0,01692;0,04635;-0,27738;;0,00093;0,02002;-0,08181;;0,00018;0,00317;-0,01275;;1318;1,725074528;4,725074528;-28,27492547
0,326;0,00711;0,02673;-0,23814;;0,00103;0,02031;-0,08388;;0,00019;0,00333;-0,01341;;1326;0,725074528;2,725074528;-24,27492547
0,330;0,00711;0,02673;-0,23814;;0,00106;0,02042;-0,08483;;0,00019;0,00342;-0,01375;;1330;0,725074528;2,725074528;-24,27492547
0,338;-0,01251;0,09540;-0,28719;;0,00104;0,02091;-0,08693;;0,00020;0,00358;-0,01443;;1338;-1,274925472;9,725074528;-29,27492547
0,338;-0,01251;0,09540;-0,28719;;0,00104;0,02091;-0,08693;;0,00020;0,00358;-0,01443;;1338;-1,274925472;9,725074528;-29,27492547
0,346;-0,00270;0,08559;-0,29700;;0,00098;0,02163;-0,08927;;0,00021;0,00375;-0,01514;;1346;-0,274925472;8,725074528;-30,27492547
0,350;-0,00270;0,08559;-0,29700;;0,00097;0,02197;-0,09045;;0,00021;0,00384;-0,01550;;1350;-0,274925472;8,725074528;-30,27492547
0,359;0,00711;0,03654;-0,22833;;0,00098;0,02252;-0,09282;;0,00022;0,00404;-0,01632;;1359;0,725074528;3,725074528;-23,27492547
0,359;0,00711;0,03654;-0,22833;;0,00098;0,02252;-0,09282;;0,00022;0,00404;-0,01632;;1359;0,725074528;3,725074528;-23,27492547
