Timer,AX,AY,AZ,GX,GY,GZ,A
"32","0.728917719358143","-0.212359166951178","-1.77637418914305","-1.03823830658928","0.99726869238648","0","359.9375"
"32","0.728917719358143","0.787640833048822","-0.776374189143052","-1.03823830658928","0.99726869238648","0","359.9375"
"40","0.728917719358143","0.787640833048822","-0.776374189143052","-3.03823830658928","1.99726869238648","0","359.9375"
"41","-0.271082280641857","0.787640833048822","-0.776374189143052","-3.03823830658928","1.99726869238648","0","359.9375"
"49","-0.271082280641857","0.787640833048822","-0.776374189143052","-1.03823830658928","1.99726869238648","0","359.9375"
"49","0.728917719358143","-0.212359166951178","-0.776374189143052","-1.03823830658928","1.99726869238648","0","359.9375"
"62","0.728917719358143","-0.212359166951178","-0.776374189143052","-2.03823830658928","0.99726869238648","0","359.9375"
"63","0.728917719358143","-1.21235916695118","-1.77637418914305","-2.03823830658928","0.99726869238648","0","359.9375"
"69","0.728917719358143","-1.21235916695118","-1.77637418914305","-2.03823830658928","-2.00273130761352","0","359.9375"
"69","-1.27108228064186","-0.212359166951178","3.22362581085695","-2.03823830658928","-2.00273130761352","0","359.9375"
"75","-1.27108228064186","-0.212359166951178","3.22362581085695","1.96176169341072","-0.00273130761351997","0","359.9375"
"75","0.728917719358143","-0.212359166951178","-0.776374189143052","1.96176169341072","-0.00273130761351997","0","359.9375"
"81","0.728917719358143","-0.212359166951178","-0.776374189143052","-2.03823830658928","-1.00273130761352","0","359.9375"
"82","0.728917719358143","-0.212359166951178","0.223625810856948","-2.03823830658928","-1.00273130761352","0","359.9375"
"88","0.728917719358143","-0.212359166951178","0.223625810856948","-6.03823830658928","-3.00273130761352","0","359.9375"
"88","0.728917719358143","-0.212359166951178","0.223625810856948","-6.03823830658928","-3.00273130761352","0","359.9375"
"94","0.728917719358143","-0.212359166951178","0.223625810856948","-0.0382383065892796","-1.00273130761352","0","359.9375"
"94","-1.27108228064186","-0.212359166951178","-2.77637418914305","-0.0382383065892796","-1.00273130761352","0","359.9375"
"100","-1.27108228064186","-0.212359166951178","-2.77637418914305","-3.03823830658928","3.99726869238648","0","359.9375"
"100","-0.271082280641857","-0.212359166951178","-1.77637418914305","-3.03823830658928","3.99726869238648","0","359.9375"
"106","-0.271082280641857","-0.212359166951178","-1.77637418914305","2.96176169341072","2.99726869238648","0","359.9375"
"106","-0.271082280641857","-0.212359166951178","0.223625810856948","2.96176169341072","2.99726869238648","0","359.9375"
"112","-0.271082280641857","-0.212359166951178","0.223625810856948","3.96176169341072","-1.00273130761352","0","359.9375"
"112","-1.27108228064186","-0.212359166951178","-0.776374189143052","3.96176169341072","-1.00273130761352","0","359.9375"
"117","-1.27108228064186","-0.212359166951178","-0.776374189143052","3.96176169341072","-0.00273130761351997","0","359.9375"
"118","-0.271082280641857","-0.212359166951178","3.22362581085695","3.96176169341072","-0.00273130761351997","0","359.9375"
"123","-0.271082280641857","-0.212359166951178","3.22362581085695","0.96176169341072","0.99726869238648","0","359.9375"
"123","0.728917719358143","-0.212359166951178","-1.77637418914305","0.96176169341072","0.99726869238648","0","359.9375"
"128","0.728917719358143","-0.212359166951178","-1.77637418914305","2.96176169341072","1.99726869238648","0","359.9375"
"129","-2.27108228064186","-1.21235916695118","-2.77637418914305","2.96176169341072","1.99726869238648","0","359.9375"
"134","-2.27108228064186","-1.21235916695118","-2.77637418914305","-0.0382383065892796","-1.00273130761352","0","359.9375"
"134","-0.271082280641857","-1.21235916695118","-0.776374189143052","-0.0382383065892796","-1.00273130761352","0","359.9375"
"140","-0.271082280641857","-1.21235916695118","-0.776374189143052","-0.0382383065892796","-1.00273130761352","0","359.9375"
"140","0.728917719358143","-0.212359166951178","0.223625810856948","-0.0382383065892796","-1.00273130761352","0","359.9375"
"145","0.728917719358143","-0.212359166951178","0.223625810856948","0.96176169341072","-0.00273130761351997","0","359.9375"
"145","-0.271082280641857","-0.212359166951178","0.223625810856948","0.96176169341072","-0.00273130761351997","0","359.9375"
"151","-0.271082280641857","-0.212359166951178","0.223625810856948","-1.03823830658928","0.99726869238648","0","359.9375"
"151","-0.271082280641857","-0.212359166951178","-0.776374189143052","-1.03823830658928","0.99726869238648","0","359.9375"
"156","-0.271082280641857","-0.212359166951178","-0.776374189143052","2.96176169341072","1.99726869238648","0","359.9375"
"156","-0.271082280641857","-0.212359166951178","1.22362581085695","2.96176169341072","1.99726869238648","0","359.9375"
"162","-0.271082280641857","-0.212359166951178","1.22362581085695","0.96176169341072","-2.00273130761352","0","359.9375"
"162","0.728917719358143","-0.212359166951178","2.22362581085695","0.96176169341072","-2.00273130761352","0","359.9375"
"167","0.728917719358143","-0.212359166951178","2.22362581085695","-0.0382383065892796","-2.00273130761352","0","359.9375"
"167","-0.271082280641857","0.787640833048822","0.223625810856948","-0.0382383065892796","-2.00273130761352","0","359.9375"
"173","-0.271082280641857","0.787640833048822","0.223625810856948","-1.03823830658928","-0.00273130761351997","0","359.9375"
"173","-2.27108228064186","-0.212359166951178","-0.776374189143052","-1.03823830658928","-0.00273130761351997","0","359.9375"
"179","-2.27108228064186","-0.212359166951178","-0.776374189143052","-0.0382383065892796","-3.00273130761352","0","359.9375"
"180","-0.271082280641857","-0.212359166951178","0.223625810856948","-0.0382383065892796","-3.00273130761352","0","359.9375"
"186","-0.271082280641857","-0.212359166951178","0.223625810856948","1.96176169341072","-1.00273130761352","0","359.9375"
"186","-1.27108228064186","0.787640833048822","1.22362581085695","1.96176169341072","-1.00273130761352","0","359.9375"
"193","-1.27108228064186","0.787640833048822","1.22362581085695","-0.0382383065892796","-2.00273130761352","0","359.9375"
"193","-3.27108228064186","-1.21235916695118","0.223625810856948","-0.0382383065892796","-2.00273130761352","0","359.9375"
"199","-3.27108228064186","-1.21235916695118","0.223625810856948","-0.0382383065892796","-0.00273130761351997","0","359.9375"
"199","-1.27108228064186","-0.212359166951178","2.22362581085695","-0.0382383065892796","-0.00273130761351997","0","359.9375"
"206","-1.27108228064186","-0.212359166951178","2.22362581085695","-2.03823830658928","-2.00273130761352","0","359.9375"
"206","0.728917719358143","-0.212359166951178","-0.776374189143052","-2.03823830658928","-2.00273130761352","0","359.9375"
"213","0.728917719358143","-0.212359166951178","-0.776374189143052","-2.03823830658928","-4.00273130761352","0","359.9375"
