Timer,Value
"0","0"
"0.00576471","0"
"0.01152941","0"
"0.01729412","0"
"0.02305882","0"
"0.02882353","0"
"0.03458824","0"
"0.04035294","0"
"0.04611765","0"
"0.05188235","0"
"0.05764706","0"
"0.06341176","0"
"0.06917647","0"
"0.07494118","0"
"0.08070588","0"
"0.08647059","0"
"0.09223529","0"
"0.098","0"
"0.10511111","0"
"0.11022222","0"
"0.11533333","0"
"0.12044444","0"
"0.12555556","0"
"0.13066667","0"
"0.13577778","0"
"0.14088889","0"
"0.146","0"
"0.15111111","0"
"0.15622222","0"
"0.16133333","0"
"0.16644444","0"
"0.17155556","0"
"0.17666667","0"
"0.18177778","0"
"0.18688889","0"
"0.192","0"
"0.2","0"
"0.20471429","0"
"0.20942857","0"
"0.21414286","0"
"0.21885714","0"
"0.22357143","0"
"0.22828571","0"
"0.233","0"
"0.23771429","0"
"0.24242857","0"
"0.24714286","0"
"0.25185714","0"
"0.25657143","0"
"0.26128571","0"
"0.266","0"
"0.27071429","0"
"0.27542857","0"
"0.28014286","0"
"0.28485714","0"
"0.28957143","0"
"0.29428571","0"
"0.299","0"
"0.30510526","0"
"0.31021053","0"
"0.31531579","0"
"0.32042105","0"
"0.32552632","0"
"0.33063158","0"
"0.33573684","0"
"0.34084211","0"
"0.34594737","0"
"0.35105263","0"
"0.35615789","0"
"0.36126316","0"
"0.36636842","0"
"0.37147368","0"
"0.37657895","0"
"0.38168421","0"
"0.38678947","0"
"0.39189474","0"
"0.397","0"
"0.40495","0"
"0.4099","0"
"0.41485","0"
"0.4198","0"
"0.42475","0"
"0.4297","0"
"0.43465","0"
"0.4396","0"
"0.44455","0"
"0.4495","0"
"0.45445","0"
"0.4594","0"
"0.46435","0"
"0.4693","0"
"0.47425","0"
"0.4792","0"
"0.48415","0"
"0.4891","0"
"0.49405","0"
"0.499","0"
"0.5","0"
"0.50515789","0"
"0.51031579","0"
"0.51547368","0"
"0.52063158","0"
"0.52578947","0"
"0.53094737","0"
"0.53610526","0"
"0.54126316","0"
"0.54642105","0"
"0.55157895","0"
"0.55673684","0"
"0.56189474","0"
"0.56705263","0"
"0.57221053","0"
"0.57736842","0"
"0.58252632","0"
"0.58768421","0"
"0.59284211","0"
"0.598","0"
"0.60484211","0"
"0.60968421","0"
"0.61452632","0"
"0.61936842","0"
"0.62421053","0"
"0.62905263","0"
"0.63389474","0"
"0.63873684","0"
"0.64357895","0"
"0.64842105","0"
"0.65326316","0"
"0.65810526","0"
"0.66294737","0"
"0.66778947","0"
"0.67263158","0"
"0.67747368","0"
"0.68231579","0"
"0.68715789","0"
"0.692","0"
"0.7","0"
"0.7","0"
"0.70521053","0"
"0.71042105","0"
"0.71563158","0"
"0.72084211","0"
"0.72605263","0"
"0.73126316","0"
"0.73647368","0"
"0.74168421","0"
"0.74689474","0"
"0.75210526","0"
"0.75731579","0"
"0.76252632","0"
"0.76773684","0"
"0.77294737","0"
"0.77815789","0"
